ASSEST_ATTACHED_AGENT_ID (group),Day of D.DTS,LEAD_CHANNEL,Measure Names,Yard Region ,Measure Values
Central Src/ Conv Team,"April 19, 2026",D2C,      AOD: Avg ALP on TNC,NRJ,
Central Src/ Conv Team,"April 20, 2026",D2C,AOD Login Done,NRJ,3
Central Src/ Conv Team,"April 20, 2026",D2C,AOD Credit Assessed,NRJ,2
Central Src/ Conv Team,"April 20, 2026",D2C,AOD Credit Approved,NRJ,2
Central Src/ Conv Team,"April 20, 2026",D2C,        AOD TNC Accptd Net,NRJ,
Central Src/ Conv Team,"April 20, 2026",D2C,AOD TNC Accepted,NRJ,
Central Src/ Conv Team,"April 20, 2026",D2C,         AOD: DOC Upload,NRJ,1
Central Src/ Conv Team,"April 20, 2026",D2C,        AOD: FCU_CHECKS,NRJ,1
Central Src/ Conv Team,"April 20, 2026",D2C,        AOD: RCU_CHECKS,NRJ,1
Central Src/ Conv Team,"April 20, 2026",D2C,        AOD: DM,NRJ,1
Central Src/ Conv Team,"April 20, 2026",D2C,        AOD: PMAX_DM,NRJ,
Central Src/ Conv Team,"April 20, 2026",D2C,AOD Disbursed ,NRJ,
Central Src/ Conv Team,"April 20, 2026",D2C,AOD Internal Disbursed,NRJ,0
Central Src/ Conv Team,"April 20, 2026",D2C,AOD  PMAX Disbursal,NRJ,0
Central Src/ Conv Team,"April 20, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,NRJ,0.5
Central Src/ Conv Team,"April 20, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,NRJ,0
Central Src/ Conv Team,"April 20, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,NRJ,0.5
Central Src/ Conv Team,"April 20, 2026",D2C,AOD PA% on BD Fill DT,NRJ,0.714285714
Central Src/ Conv Team,"April 20, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),NRJ,0.5
Central Src/ Conv Team,"April 20, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,NRJ,
Central Src/ Conv Team,"April 20, 2026",D2C,AOD : Assisted Form 1 Filled,NRJ,
Central Src/ Conv Team,"April 20, 2026",D2C,AOD : Unassisted Form 1 Filled ,NRJ,1
Central Src/ Conv Team,"April 20, 2026",D2C,AOD Basic Details Filled 2 Banking,NRJ,1
Central Src/ Conv Team,"April 20, 2026",D2C,AOD Basic Details Filled 2 Login,NRJ,1.5
Central Src/ Conv Team,"April 20, 2026",D2C,AOD : Login 2 CA,NRJ,0.666666667
Central Src/ Conv Team,"April 20, 2026",D2C,AOD : CA 2 CApp ,NRJ,1
Central Src/ Conv Team,"April 20, 2026",D2C,AOD : Capp to TNC Accptd Ever,NRJ,0
Central Src/ Conv Team,"April 20, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,NRJ,
Central Src/ Conv Team,"April 20, 2026",D2C,        AOD: TNC Accptd Ever to FCU,NRJ,
Central Src/ Conv Team,"April 20, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,NRJ,
Central Src/ Conv Team,"April 20, 2026",D2C,        AOD: TNC Accptd Ever to DM,NRJ,
Central Src/ Conv Team,"April 20, 2026",D2C,AOD:  DM To Internal Disbursed,NRJ,0
Central Src/ Conv Team,"April 20, 2026",D2C,Funl : TNC Accptd Ever to DM,NRJ,
Central Src/ Conv Team,"April 20, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,NRJ,
Central Src/ Conv Team,"April 20, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,NRJ,0
Central Src/ Conv Team,"April 20, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,NRJ,
Central Src/ Conv Team,"April 20, 2026",D2C,      AOD: Avg ALP on TNC,NRJ,
Central Src/ Conv Team,"April 21, 2026",D2C,AOD Login Done,NRJ,5
Central Src/ Conv Team,"April 21, 2026",D2C,AOD Credit Assessed,NRJ,3
Central Src/ Conv Team,"April 21, 2026",D2C,AOD Credit Approved,NRJ,3
Central Src/ Conv Team,"April 21, 2026",D2C,        AOD TNC Accptd Net,NRJ,
Central Src/ Conv Team,"April 21, 2026",D2C,AOD TNC Accepted,NRJ,
Central Src/ Conv Team,"April 21, 2026",D2C,         AOD: DOC Upload,NRJ,
Central Src/ Conv Team,"April 21, 2026",D2C,        AOD: FCU_CHECKS,NRJ,
Central Src/ Conv Team,"April 21, 2026",D2C,        AOD: RCU_CHECKS,NRJ,
Central Src/ Conv Team,"April 21, 2026",D2C,        AOD: DM,NRJ,
Central Src/ Conv Team,"April 21, 2026",D2C,        AOD: PMAX_DM,NRJ,
Central Src/ Conv Team,"April 21, 2026",D2C,AOD Disbursed ,NRJ,1
Central Src/ Conv Team,"April 21, 2026",D2C,AOD Internal Disbursed,NRJ,1
Central Src/ Conv Team,"April 21, 2026",D2C,AOD  PMAX Disbursal,NRJ,0
Central Src/ Conv Team,"April 21, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,NRJ,1.142857143
Central Src/ Conv Team,"April 21, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,NRJ,1
Central Src/ Conv Team,"April 21, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,NRJ,0.142857143
Central Src/ Conv Team,"April 21, 2026",D2C,AOD PA% on BD Fill DT,NRJ,0.914285714
Central Src/ Conv Team,"April 21, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),NRJ,0.375
Central Src/ Conv Team,"April 21, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,NRJ,0.4
Central Src/ Conv Team,"April 21, 2026",D2C,AOD : Assisted Form 1 Filled,NRJ,
Central Src/ Conv Team,"April 21, 2026",D2C,AOD : Unassisted Form 1 Filled ,NRJ,0.333333333
Central Src/ Conv Team,"April 21, 2026",D2C,AOD Basic Details Filled 2 Banking,NRJ,0.25
Central Src/ Conv Team,"April 21, 2026",D2C,AOD Basic Details Filled 2 Login,NRJ,0.625
Central Src/ Conv Team,"April 21, 2026",D2C,AOD : Login 2 CA,NRJ,0.6
Central Src/ Conv Team,"April 21, 2026",D2C,AOD : CA 2 CApp ,NRJ,1
Central Src/ Conv Team,"April 21, 2026",D2C,AOD : Capp to TNC Accptd Ever,NRJ,0
Central Src/ Conv Team,"April 21, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,NRJ,
Central Src/ Conv Team,"April 21, 2026",D2C,        AOD: TNC Accptd Ever to FCU,NRJ,
Central Src/ Conv Team,"April 21, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,NRJ,
Central Src/ Conv Team,"April 21, 2026",D2C,        AOD: TNC Accptd Ever to DM,NRJ,
Central Src/ Conv Team,"April 21, 2026",D2C,AOD:  DM To Internal Disbursed,NRJ,
Central Src/ Conv Team,"April 21, 2026",D2C,Funl : TNC Accptd Ever to DM,NRJ,
Central Src/ Conv Team,"April 21, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,NRJ,
Central Src/ Conv Team,"April 21, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,NRJ,0.333333333
Central Src/ Conv Team,"April 21, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,NRJ,
Central Src/ Conv Team,"April 21, 2026",D2C,      AOD: Avg ALP on TNC,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,AOD Login Done,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,AOD Credit Assessed,NRJ,1
Central Src/ Conv Team,"April 22, 2026",D2C,AOD Credit Approved,NRJ,1
Central Src/ Conv Team,"April 22, 2026",D2C,        AOD TNC Accptd Net,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,AOD TNC Accepted,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,         AOD: DOC Upload,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,        AOD: FCU_CHECKS,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,        AOD: RCU_CHECKS,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,        AOD: DM,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,        AOD: PMAX_DM,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,AOD Disbursed ,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,AOD Internal Disbursed,NRJ,0
Central Src/ Conv Team,"April 22, 2026",D2C,AOD  PMAX Disbursal,NRJ,0
Central Src/ Conv Team,"April 22, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,NRJ,2.333333333
Central Src/ Conv Team,"April 22, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,NRJ,2.333333333
Central Src/ Conv Team,"April 22, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,NRJ,0
Central Src/ Conv Team,"April 22, 2026",D2C,AOD PA% on BD Fill DT,NRJ,0.529411765
Central Src/ Conv Team,"April 22, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),NRJ,0.5
Central Src/ Conv Team,"April 22, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,NRJ,0
Central Src/ Conv Team,"April 22, 2026",D2C,AOD : Assisted Form 1 Filled,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,AOD : Unassisted Form 1 Filled ,NRJ,0.166666667
Central Src/ Conv Team,"April 22, 2026",D2C,AOD Basic Details Filled 2 Banking,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,AOD Basic Details Filled 2 Login,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,AOD : Login 2 CA,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,AOD : CA 2 CApp ,NRJ,1
Central Src/ Conv Team,"April 22, 2026",D2C,AOD : Capp to TNC Accptd Ever,NRJ,0
Central Src/ Conv Team,"April 22, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,        AOD: TNC Accptd Ever to FCU,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,        AOD: TNC Accptd Ever to DM,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,AOD:  DM To Internal Disbursed,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,Funl : TNC Accptd Ever to DM,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,NRJ,0
Central Src/ Conv Team,"April 22, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,NRJ,
Central Src/ Conv Team,"April 22, 2026",D2C,      AOD: Avg ALP on TNC,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,AOD Login Done,NRJ,2
Central Src/ Conv Team,"April 23, 2026",D2C,AOD Credit Assessed,NRJ,3
Central Src/ Conv Team,"April 23, 2026",D2C,AOD Credit Approved,NRJ,3
Central Src/ Conv Team,"April 23, 2026",D2C,        AOD TNC Accptd Net,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,AOD TNC Accepted,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,         AOD: DOC Upload,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,        AOD: FCU_CHECKS,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,        AOD: RCU_CHECKS,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,        AOD: DM,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,        AOD: PMAX_DM,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,AOD Disbursed ,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,AOD Internal Disbursed,NRJ,0
Central Src/ Conv Team,"April 23, 2026",D2C,AOD  PMAX Disbursal,NRJ,0
Central Src/ Conv Team,"April 23, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,NRJ,0.666666667
Central Src/ Conv Team,"April 23, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,NRJ,0.333333333
Central Src/ Conv Team,"April 23, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,NRJ,0.333333333
Central Src/ Conv Team,"April 23, 2026",D2C,AOD PA% on BD Fill DT,NRJ,0.5
Central Src/ Conv Team,"April 23, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),NRJ,0.333333333
Central Src/ Conv Team,"April 23, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,AOD : Assisted Form 1 Filled,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,AOD : Unassisted Form 1 Filled ,NRJ,0.285714286
Central Src/ Conv Team,"April 23, 2026",D2C,AOD Basic Details Filled 2 Banking,NRJ,0.166666667
Central Src/ Conv Team,"April 23, 2026",D2C,AOD Basic Details Filled 2 Login,NRJ,0.333333333
Central Src/ Conv Team,"April 23, 2026",D2C,AOD : Login 2 CA,NRJ,1.5
Central Src/ Conv Team,"April 23, 2026",D2C,AOD : CA 2 CApp ,NRJ,1
Central Src/ Conv Team,"April 23, 2026",D2C,AOD : Capp to TNC Accptd Ever,NRJ,0
Central Src/ Conv Team,"April 23, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,        AOD: TNC Accptd Ever to FCU,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,        AOD: TNC Accptd Ever to DM,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,AOD:  DM To Internal Disbursed,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,Funl : TNC Accptd Ever to DM,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,NRJ,0
Central Src/ Conv Team,"April 23, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,NRJ,
Central Src/ Conv Team,"April 23, 2026",D2C,      AOD: Avg ALP on TNC,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,AOD Login Done,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,AOD Credit Assessed,NRJ,1
Central Src/ Conv Team,"April 24, 2026",D2C,AOD Credit Approved,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,        AOD TNC Accptd Net,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,AOD TNC Accepted,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,         AOD: DOC Upload,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,        AOD: FCU_CHECKS,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,        AOD: RCU_CHECKS,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,        AOD: DM,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,        AOD: PMAX_DM,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,AOD Disbursed ,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,AOD Internal Disbursed,NRJ,0
Central Src/ Conv Team,"April 24, 2026",D2C,AOD  PMAX Disbursal,NRJ,0
Central Src/ Conv Team,"April 24, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,NRJ,1
Central Src/ Conv Team,"April 24, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,NRJ,0.571428571
Central Src/ Conv Team,"April 24, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,NRJ,0.428571429
Central Src/ Conv Team,"April 24, 2026",D2C,AOD PA% on BD Fill DT,NRJ,0.555555556
Central Src/ Conv Team,"April 24, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,NRJ,0
Central Src/ Conv Team,"April 24, 2026",D2C,AOD : Assisted Form 1 Filled,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,AOD : Unassisted Form 1 Filled ,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,AOD Basic Details Filled 2 Banking,NRJ,0.285714286
Central Src/ Conv Team,"April 24, 2026",D2C,AOD Basic Details Filled 2 Login,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,AOD : Login 2 CA,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,AOD : CA 2 CApp ,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,AOD : Capp to TNC Accptd Ever,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,        AOD: TNC Accptd Ever to FCU,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,        AOD: TNC Accptd Ever to DM,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,AOD:  DM To Internal Disbursed,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,Funl : TNC Accptd Ever to DM,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,NRJ,
Central Src/ Conv Team,"April 24, 2026",D2C,      AOD: Avg ALP on TNC,NRJ,
Central Src/ Conv Team,"April 25, 2026",D2C,AOD Login Done,NRJ,4
Central Src/ Conv Team,"April 25, 2026",D2C,AOD Credit Assessed,NRJ,3
Central Src/ Conv Team,"April 25, 2026",D2C,AOD Credit Approved,NRJ,3
Central Src/ Conv Team,"April 25, 2026",D2C,        AOD TNC Accptd Net,NRJ,1
Central Src/ Conv Team,"April 25, 2026",D2C,AOD TNC Accepted,NRJ,1
Central Src/ Conv Team,"April 25, 2026",D2C,         AOD: DOC Upload,NRJ,
Central Src/ Conv Team,"April 25, 2026",D2C,        AOD: FCU_CHECKS,NRJ,
Central Src/ Conv Team,"April 25, 2026",D2C,        AOD: RCU_CHECKS,NRJ,
Central Src/ Conv Team,"April 25, 2026",D2C,        AOD: DM,NRJ,
Central Src/ Conv Team,"April 25, 2026",D2C,        AOD: PMAX_DM,NRJ,
Central Src/ Conv Team,"April 25, 2026",D2C,AOD Disbursed ,NRJ,
Central Src/ Conv Team,"April 25, 2026",D2C,AOD Internal Disbursed,NRJ,0
Central Src/ Conv Team,"April 25, 2026",D2C,AOD  PMAX Disbursal,NRJ,0
Central Src/ Conv Team,"April 25, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,NRJ,1.25
Central Src/ Conv Team,"April 25, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,NRJ,1
Central Src/ Conv Team,"April 25, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,NRJ,0.25
Central Src/ Conv Team,"April 25, 2026",D2C,AOD PA% on BD Fill DT,NRJ,0.884615385
Central Src/ Conv Team,"April 25, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),NRJ,0.333333333
Central Src/ Conv Team,"April 25, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,NRJ,1
Central Src/ Conv Team,"April 25, 2026",D2C,AOD : Assisted Form 1 Filled,NRJ,
Central Src/ Conv Team,"April 25, 2026",D2C,AOD : Unassisted Form 1 Filled ,NRJ,0.428571429
Central Src/ Conv Team,"April 25, 2026",D2C,AOD Basic Details Filled 2 Banking,NRJ,0.2
Central Src/ Conv Team,"April 25, 2026",D2C,AOD Basic Details Filled 2 Login,NRJ,0.8
Central Src/ Conv Team,"April 25, 2026",D2C,AOD : Login 2 CA,NRJ,0.75
Central Src/ Conv Team,"April 25, 2026",D2C,AOD : CA 2 CApp ,NRJ,1
Central Src/ Conv Team,"April 25, 2026",D2C,AOD : Capp to TNC Accptd Ever,NRJ,0.333333333
Central Src/ Conv Team,"April 25, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,NRJ,
Central Src/ Conv Team,"April 25, 2026",D2C,        AOD: TNC Accptd Ever to FCU,NRJ,
Central Src/ Conv Team,"April 25, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,NRJ,
Central Src/ Conv Team,"April 25, 2026",D2C,        AOD: TNC Accptd Ever to DM,NRJ,
Central Src/ Conv Team,"April 25, 2026",D2C,AOD:  DM To Internal Disbursed,NRJ,
Central Src/ Conv Team,"April 25, 2026",D2C,Funl : TNC Accptd Ever to DM,NRJ,
Central Src/ Conv Team,"April 25, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,NRJ,
Central Src/ Conv Team,"April 25, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,NRJ,0
Central Src/ Conv Team,"April 25, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,NRJ,
Central Src/ Conv Team,"April 25, 2026",D2C,      AOD: Avg ALP on TNC,NRJ,"555,314"
Central Src/ Conv Team,"April 26, 2026",D2C,AOD Login Done,NRJ,2
Central Src/ Conv Team,"April 26, 2026",D2C,AOD Credit Assessed,NRJ,2
Central Src/ Conv Team,"April 26, 2026",D2C,AOD Credit Approved,NRJ,2
Central Src/ Conv Team,"April 26, 2026",D2C,        AOD TNC Accptd Net,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,AOD TNC Accepted,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,         AOD: DOC Upload,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,        AOD: FCU_CHECKS,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,        AOD: RCU_CHECKS,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,        AOD: DM,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,        AOD: PMAX_DM,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,AOD Disbursed ,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,AOD Internal Disbursed,NRJ,0
Central Src/ Conv Team,"April 26, 2026",D2C,AOD  PMAX Disbursal,NRJ,0
Central Src/ Conv Team,"April 26, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,NRJ,0.571428571
Central Src/ Conv Team,"April 26, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,NRJ,0.571428571
Central Src/ Conv Team,"April 26, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,NRJ,0
Central Src/ Conv Team,"April 26, 2026",D2C,AOD PA% on BD Fill DT,NRJ,0.727272727
Central Src/ Conv Team,"April 26, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),NRJ,0.25
Central Src/ Conv Team,"April 26, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,NRJ,1
Central Src/ Conv Team,"April 26, 2026",D2C,AOD : Assisted Form 1 Filled,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,AOD : Unassisted Form 1 Filled ,NRJ,0.142857143
Central Src/ Conv Team,"April 26, 2026",D2C,AOD Basic Details Filled 2 Banking,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,AOD Basic Details Filled 2 Login,NRJ,0.5
Central Src/ Conv Team,"April 26, 2026",D2C,AOD : Login 2 CA,NRJ,1
Central Src/ Conv Team,"April 26, 2026",D2C,AOD : CA 2 CApp ,NRJ,1
Central Src/ Conv Team,"April 26, 2026",D2C,AOD : Capp to TNC Accptd Ever,NRJ,0
Central Src/ Conv Team,"April 26, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,        AOD: TNC Accptd Ever to FCU,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,        AOD: TNC Accptd Ever to DM,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,AOD:  DM To Internal Disbursed,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,Funl : TNC Accptd Ever to DM,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,NRJ,0
Central Src/ Conv Team,"April 26, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,NRJ,
Central Src/ Conv Team,"April 26, 2026",D2C,      AOD: Avg ALP on TNC,NRJ,
Central Src/ Conv Team,"April 27, 2026",D2C,AOD Login Done,NRJ,2
Central Src/ Conv Team,"April 27, 2026",D2C,AOD Credit Assessed,NRJ,2
Central Src/ Conv Team,"April 27, 2026",D2C,AOD Credit Approved,NRJ,1
Central Src/ Conv Team,"April 27, 2026",D2C,        AOD TNC Accptd Net,NRJ,
Central Src/ Conv Team,"April 27, 2026",D2C,AOD TNC Accepted,NRJ,
Central Src/ Conv Team,"April 27, 2026",D2C,         AOD: DOC Upload,NRJ,
Central Src/ Conv Team,"April 27, 2026",D2C,        AOD: FCU_CHECKS,NRJ,
Central Src/ Conv Team,"April 27, 2026",D2C,        AOD: RCU_CHECKS,NRJ,
Central Src/ Conv Team,"April 27, 2026",D2C,        AOD: DM,NRJ,
Central Src/ Conv Team,"April 27, 2026",D2C,        AOD: PMAX_DM,NRJ,
Central Src/ Conv Team,"April 27, 2026",D2C,AOD Disbursed ,NRJ,
Central Src/ Conv Team,"April 27, 2026",D2C,AOD Internal Disbursed,NRJ,0
Central Src/ Conv Team,"April 27, 2026",D2C,AOD  PMAX Disbursal,NRJ,0
Central Src/ Conv Team,"April 27, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,NRJ,0.888888889
Central Src/ Conv Team,"April 27, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,NRJ,0.888888889
Central Src/ Conv Team,"April 27, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,NRJ,0
Central Src/ Conv Team,"April 27, 2026",D2C,AOD PA% on BD Fill DT,NRJ,0.5
Central Src/ Conv Team,"April 27, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),NRJ,0.333333333
Central Src/ Conv Team,"April 27, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,NRJ,0
Central Src/ Conv Team,"April 27, 2026",D2C,AOD : Assisted Form 1 Filled,NRJ,
Central Src/ Conv Team,"April 27, 2026",D2C,AOD : Unassisted Form 1 Filled ,NRJ,0.142857143
Central Src/ Conv Team,"April 27, 2026",D2C,AOD Basic Details Filled 2 Banking,NRJ,0.125
Central Src/ Conv Team,"April 27, 2026",D2C,AOD Basic Details Filled 2 Login,NRJ,0.25
Central Src/ Conv Team,"April 27, 2026",D2C,AOD : Login 2 CA,NRJ,1
Central Src/ Conv Team,"April 27, 2026",D2C,AOD : CA 2 CApp ,NRJ,0.5
Central Src/ Conv Team,"April 27, 2026",D2C,AOD : Capp to TNC Accptd Ever,NRJ,0
Central Src/ Conv Team,"April 27, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,NRJ,
Central Src/ Conv Team,"April 27, 2026",D2C,        AOD: TNC Accptd Ever to FCU,NRJ,
Central Src/ Conv Team,"April 27, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,NRJ,
Central Src/ Conv Team,"April 27, 2026",D2C,        AOD: TNC Accptd Ever to DM,NRJ,
