ASSEST_ATTACHED_AGENT_ID (group),Day of D.DTS,LEAD_CHANNEL,Measure Names,Yard Region ,Measure Values
,"April 11, 2026",D2C,AOD : Assisted Form 1 Filled,AMD,
,"April 11, 2026",D2C,AOD : Unassisted Form 1 Filled ,AMD,
,"April 11, 2026",D2C,AOD Basic Details Filled 2 Banking,AMD,
,"April 11, 2026",D2C,AOD Basic Details Filled 2 Login,AMD,
,"April 11, 2026",D2C,AOD : Login 2 CA,AMD,
,"April 11, 2026",D2C,AOD : CA 2 CApp ,AMD,
,"April 11, 2026",D2C,AOD : Capp to TNC Accptd Ever,AMD,
,"April 11, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,AMD,
,"April 11, 2026",D2C,        AOD: TNC Accptd Ever to FCU,AMD,
,"April 11, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,AMD,
,"April 11, 2026",D2C,        AOD: TNC Accptd Ever to DM,AMD,
,"April 11, 2026",D2C,AOD:  DM To Internal Disbursed,AMD,
,"April 11, 2026",D2C,Funl : TNC Accptd Ever to DM,AMD,
,"April 11, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,AMD,
,"April 11, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,AMD,
,"April 11, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,AMD,
,"April 11, 2026",D2C,      AOD: Avg ALP on TNC,AMD,
,"April 12, 2026",D2C,AOD Login Done,AMD,
,"April 12, 2026",D2C,AOD Credit Assessed,AMD,
,"April 12, 2026",D2C,AOD Credit Approved,AMD,
,"April 12, 2026",D2C,        AOD TNC Accptd Net,AMD,
,"April 12, 2026",D2C,AOD TNC Accepted,AMD,
,"April 12, 2026",D2C,         AOD: DOC Upload,AMD,
,"April 12, 2026",D2C,        AOD: FCU_CHECKS,AMD,
,"April 12, 2026",D2C,        AOD: RCU_CHECKS,AMD,
,"April 12, 2026",D2C,        AOD: DM,AMD,
,"April 12, 2026",D2C,        AOD: PMAX_DM,AMD,
,"April 12, 2026",D2C,AOD Disbursed ,AMD,
,"April 12, 2026",D2C,AOD Internal Disbursed,AMD,0
,"April 12, 2026",D2C,AOD  PMAX Disbursal,AMD,0
,"April 12, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,AMD,0.035714286
,"April 12, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,AMD,0
,"April 12, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,AMD,0.035714286
,"April 12, 2026",D2C,AOD PA% on BD Fill DT,AMD,1
,"April 12, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),AMD,
,"April 12, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,AMD,
,"April 12, 2026",D2C,AOD : Assisted Form 1 Filled,AMD,
,"April 12, 2026",D2C,AOD : Unassisted Form 1 Filled ,AMD,
,"April 12, 2026",D2C,AOD Basic Details Filled 2 Banking,AMD,
,"April 12, 2026",D2C,AOD Basic Details Filled 2 Login,AMD,
,"April 12, 2026",D2C,AOD : Login 2 CA,AMD,
,"April 12, 2026",D2C,AOD : CA 2 CApp ,AMD,
,"April 12, 2026",D2C,AOD : Capp to TNC Accptd Ever,AMD,
,"April 12, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,AMD,
,"April 12, 2026",D2C,        AOD: TNC Accptd Ever to FCU,AMD,
,"April 12, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,AMD,
,"April 12, 2026",D2C,        AOD: TNC Accptd Ever to DM,AMD,
,"April 12, 2026",D2C,AOD:  DM To Internal Disbursed,AMD,
,"April 12, 2026",D2C,Funl : TNC Accptd Ever to DM,AMD,
,"April 12, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,AMD,
,"April 12, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,AMD,
,"April 12, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,AMD,
,"April 12, 2026",D2C,      AOD: Avg ALP on TNC,AMD,
,"April 13, 2026",D2C,AOD Login Done,AMD,
,"April 13, 2026",D2C,AOD Credit Assessed,AMD,
,"April 13, 2026",D2C,AOD Credit Approved,AMD,
,"April 13, 2026",D2C,        AOD TNC Accptd Net,AMD,
,"April 13, 2026",D2C,AOD TNC Accepted,AMD,
,"April 13, 2026",D2C,         AOD: DOC Upload,AMD,
,"April 13, 2026",D2C,        AOD: FCU_CHECKS,AMD,
,"April 13, 2026",D2C,        AOD: RCU_CHECKS,AMD,
,"April 13, 2026",D2C,        AOD: DM,AMD,
,"April 13, 2026",D2C,        AOD: PMAX_DM,AMD,
,"April 13, 2026",D2C,AOD Disbursed ,AMD,
,"April 13, 2026",D2C,AOD Internal Disbursed,AMD,0
,"April 13, 2026",D2C,AOD  PMAX Disbursal,AMD,0
,"April 13, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,AMD,0.307692308
,"April 13, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,AMD,0.076923077
,"April 13, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,AMD,0.230769231
,"April 13, 2026",D2C,AOD PA% on BD Fill DT,AMD,0.285714286
,"April 13, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),AMD,
,"April 13, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,AMD,
,"April 13, 2026",D2C,AOD : Assisted Form 1 Filled,AMD,
,"April 13, 2026",D2C,AOD : Unassisted Form 1 Filled ,AMD,
,"April 13, 2026",D2C,AOD Basic Details Filled 2 Banking,AMD,
,"April 13, 2026",D2C,AOD Basic Details Filled 2 Login,AMD,
,"April 13, 2026",D2C,AOD : Login 2 CA,AMD,
,"April 13, 2026",D2C,AOD : CA 2 CApp ,AMD,
,"April 13, 2026",D2C,AOD : Capp to TNC Accptd Ever,AMD,
,"April 13, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,AMD,
,"April 13, 2026",D2C,        AOD: TNC Accptd Ever to FCU,AMD,
,"April 13, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,AMD,
,"April 13, 2026",D2C,        AOD: TNC Accptd Ever to DM,AMD,
,"April 13, 2026",D2C,AOD:  DM To Internal Disbursed,AMD,
,"April 13, 2026",D2C,Funl : TNC Accptd Ever to DM,AMD,
,"April 13, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,AMD,
,"April 13, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,AMD,
,"April 13, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,AMD,
,"April 13, 2026",D2C,      AOD: Avg ALP on TNC,AMD,
,"April 14, 2026",D2C,AOD Login Done,AMD,
,"April 14, 2026",D2C,AOD Credit Assessed,AMD,
,"April 14, 2026",D2C,AOD Credit Approved,AMD,
,"April 14, 2026",D2C,        AOD TNC Accptd Net,AMD,
,"April 14, 2026",D2C,AOD TNC Accepted,AMD,
,"April 14, 2026",D2C,         AOD: DOC Upload,AMD,
,"April 14, 2026",D2C,        AOD: FCU_CHECKS,AMD,
,"April 14, 2026",D2C,        AOD: RCU_CHECKS,AMD,
,"April 14, 2026",D2C,        AOD: DM,AMD,
,"April 14, 2026",D2C,        AOD: PMAX_DM,AMD,
,"April 14, 2026",D2C,AOD Disbursed ,AMD,
,"April 14, 2026",D2C,AOD Internal Disbursed,AMD,0
,"April 14, 2026",D2C,AOD  PMAX Disbursal,AMD,0
,"April 14, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,AMD,0.136363636
,"April 14, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,AMD,0.090909091
,"April 14, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,AMD,0.045454545
,"April 14, 2026",D2C,AOD PA% on BD Fill DT,AMD,0.2
,"April 14, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),AMD,
,"April 14, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,AMD,
,"April 14, 2026",D2C,AOD : Assisted Form 1 Filled,AMD,1
,"April 14, 2026",D2C,AOD : Unassisted Form 1 Filled ,AMD,
,"April 14, 2026",D2C,AOD Basic Details Filled 2 Banking,AMD,
,"April 14, 2026",D2C,AOD Basic Details Filled 2 Login,AMD,
,"April 14, 2026",D2C,AOD : Login 2 CA,AMD,
,"April 14, 2026",D2C,AOD : CA 2 CApp ,AMD,
,"April 14, 2026",D2C,AOD : Capp to TNC Accptd Ever,AMD,
,"April 14, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,AMD,
,"April 14, 2026",D2C,        AOD: TNC Accptd Ever to FCU,AMD,
,"April 14, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,AMD,
,"April 14, 2026",D2C,        AOD: TNC Accptd Ever to DM,AMD,
,"April 14, 2026",D2C,AOD:  DM To Internal Disbursed,AMD,
,"April 14, 2026",D2C,Funl : TNC Accptd Ever to DM,AMD,
,"April 14, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,AMD,
,"April 14, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,AMD,
,"April 14, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,AMD,
,"April 14, 2026",D2C,      AOD: Avg ALP on TNC,AMD,
,"April 15, 2026",D2C,AOD Login Done,AMD,
,"April 15, 2026",D2C,AOD Credit Assessed,AMD,
,"April 15, 2026",D2C,AOD Credit Approved,AMD,
,"April 15, 2026",D2C,        AOD TNC Accptd Net,AMD,
,"April 15, 2026",D2C,AOD TNC Accepted,AMD,
,"April 15, 2026",D2C,         AOD: DOC Upload,AMD,
,"April 15, 2026",D2C,        AOD: FCU_CHECKS,AMD,
,"April 15, 2026",D2C,        AOD: RCU_CHECKS,AMD,
,"April 15, 2026",D2C,        AOD: DM,AMD,
,"April 15, 2026",D2C,        AOD: PMAX_DM,AMD,
,"April 15, 2026",D2C,AOD Disbursed ,AMD,
,"April 15, 2026",D2C,AOD Internal Disbursed,AMD,0
,"April 15, 2026",D2C,AOD  PMAX Disbursal,AMD,0
,"April 15, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,AMD,0.064516129
,"April 15, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,AMD,0
,"April 15, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,AMD,0.064516129
,"April 15, 2026",D2C,AOD PA% on BD Fill DT,AMD,0
,"April 15, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),AMD,
,"April 15, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,AMD,
,"April 15, 2026",D2C,AOD : Assisted Form 1 Filled,AMD,
,"April 15, 2026",D2C,AOD : Unassisted Form 1 Filled ,AMD,
,"April 15, 2026",D2C,AOD Basic Details Filled 2 Banking,AMD,
,"April 15, 2026",D2C,AOD Basic Details Filled 2 Login,AMD,
,"April 15, 2026",D2C,AOD : Login 2 CA,AMD,
,"April 15, 2026",D2C,AOD : CA 2 CApp ,AMD,
,"April 15, 2026",D2C,AOD : Capp to TNC Accptd Ever,AMD,
,"April 15, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,AMD,
,"April 15, 2026",D2C,        AOD: TNC Accptd Ever to FCU,AMD,
,"April 15, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,AMD,
,"April 15, 2026",D2C,        AOD: TNC Accptd Ever to DM,AMD,
,"April 15, 2026",D2C,AOD:  DM To Internal Disbursed,AMD,
,"April 15, 2026",D2C,Funl : TNC Accptd Ever to DM,AMD,
,"April 15, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,AMD,
,"April 15, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,AMD,
,"April 15, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,AMD,
,"April 15, 2026",D2C,      AOD: Avg ALP on TNC,AMD,
,"April 16, 2026",D2C,AOD Login Done,AMD,
,"April 16, 2026",D2C,AOD Credit Assessed,AMD,
,"April 16, 2026",D2C,AOD Credit Approved,AMD,
,"April 16, 2026",D2C,        AOD TNC Accptd Net,AMD,
,"April 16, 2026",D2C,AOD TNC Accepted,AMD,
,"April 16, 2026",D2C,         AOD: DOC Upload,AMD,
,"April 16, 2026",D2C,        AOD: FCU_CHECKS,AMD,
,"April 16, 2026",D2C,        AOD: RCU_CHECKS,AMD,
,"April 16, 2026",D2C,        AOD: DM,AMD,
,"April 16, 2026",D2C,        AOD: PMAX_DM,AMD,
,"April 16, 2026",D2C,AOD Disbursed ,AMD,
,"April 16, 2026",D2C,AOD Internal Disbursed,AMD,0
,"April 16, 2026",D2C,AOD  PMAX Disbursal,AMD,0
,"April 16, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,AMD,0.066666667
,"April 16, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,AMD,0.066666667
,"April 16, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,AMD,0
,"April 16, 2026",D2C,AOD PA% on BD Fill DT,AMD,0
,"April 16, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),AMD,
,"April 16, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,AMD,
,"April 16, 2026",D2C,AOD : Assisted Form 1 Filled,AMD,
,"April 16, 2026",D2C,AOD : Unassisted Form 1 Filled ,AMD,
,"April 16, 2026",D2C,AOD Basic Details Filled 2 Banking,AMD,
,"April 16, 2026",D2C,AOD Basic Details Filled 2 Login,AMD,
,"April 16, 2026",D2C,AOD : Login 2 CA,AMD,
,"April 16, 2026",D2C,AOD : CA 2 CApp ,AMD,
,"April 16, 2026",D2C,AOD : Capp to TNC Accptd Ever,AMD,
,"April 16, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,AMD,
,"April 16, 2026",D2C,        AOD: TNC Accptd Ever to FCU,AMD,
,"April 16, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,AMD,
,"April 16, 2026",D2C,        AOD: TNC Accptd Ever to DM,AMD,
,"April 16, 2026",D2C,AOD:  DM To Internal Disbursed,AMD,
,"April 16, 2026",D2C,Funl : TNC Accptd Ever to DM,AMD,
,"April 16, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,AMD,
,"April 16, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,AMD,
,"April 16, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,AMD,
,"April 16, 2026",D2C,      AOD: Avg ALP on TNC,AMD,
,"April 17, 2026",D2C,AOD Login Done,AMD,
,"April 17, 2026",D2C,AOD Credit Assessed,AMD,
,"April 17, 2026",D2C,AOD Credit Approved,AMD,
,"April 17, 2026",D2C,        AOD TNC Accptd Net,AMD,
,"April 17, 2026",D2C,AOD TNC Accepted,AMD,
,"April 17, 2026",D2C,         AOD: DOC Upload,AMD,
,"April 17, 2026",D2C,        AOD: FCU_CHECKS,AMD,
,"April 17, 2026",D2C,        AOD: RCU_CHECKS,AMD,
,"April 17, 2026",D2C,        AOD: DM,AMD,
,"April 17, 2026",D2C,        AOD: PMAX_DM,AMD,
,"April 17, 2026",D2C,AOD Disbursed ,AMD,
,"April 17, 2026",D2C,AOD Internal Disbursed,AMD,0
,"April 17, 2026",D2C,AOD  PMAX Disbursal,AMD,0
,"April 17, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,AMD,0.038461538
,"April 17, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,AMD,0.038461538
,"April 17, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,AMD,0
,"April 17, 2026",D2C,AOD PA% on BD Fill DT,AMD,0
,"April 17, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),AMD,
,"April 17, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,AMD,
,"April 17, 2026",D2C,AOD : Assisted Form 1 Filled,AMD,
,"April 17, 2026",D2C,AOD : Unassisted Form 1 Filled ,AMD,
,"April 17, 2026",D2C,AOD Basic Details Filled 2 Banking,AMD,
,"April 17, 2026",D2C,AOD Basic Details Filled 2 Login,AMD,
,"April 17, 2026",D2C,AOD : Login 2 CA,AMD,
,"April 17, 2026",D2C,AOD : CA 2 CApp ,AMD,
,"April 17, 2026",D2C,AOD : Capp to TNC Accptd Ever,AMD,
,"April 17, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,AMD,
,"April 17, 2026",D2C,        AOD: TNC Accptd Ever to FCU,AMD,
,"April 17, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,AMD,
,"April 17, 2026",D2C,        AOD: TNC Accptd Ever to DM,AMD,
,"April 17, 2026",D2C,AOD:  DM To Internal Disbursed,AMD,
,"April 17, 2026",D2C,Funl : TNC Accptd Ever to DM,AMD,
,"April 17, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,AMD,
,"April 17, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,AMD,
,"April 17, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,AMD,
,"April 17, 2026",D2C,      AOD: Avg ALP on TNC,AMD,
,"April 18, 2026",D2C,AOD Login Done,AMD,
,"April 18, 2026",D2C,AOD Credit Assessed,AMD,
,"April 18, 2026",D2C,AOD Credit Approved,AMD,
,"April 18, 2026",D2C,        AOD TNC Accptd Net,AMD,
,"April 18, 2026",D2C,AOD TNC Accepted,AMD,
,"April 18, 2026",D2C,         AOD: DOC Upload,AMD,
,"April 18, 2026",D2C,        AOD: FCU_CHECKS,AMD,
,"April 18, 2026",D2C,        AOD: RCU_CHECKS,AMD,
,"April 18, 2026",D2C,        AOD: DM,AMD,
,"April 18, 2026",D2C,        AOD: PMAX_DM,AMD,
,"April 18, 2026",D2C,AOD Disbursed ,AMD,
,"April 18, 2026",D2C,AOD Internal Disbursed,AMD,0
,"April 18, 2026",D2C,AOD  PMAX Disbursal,AMD,0
,"April 18, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,AMD,0.148148148
,"April 18, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,AMD,0.074074074
,"April 18, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,AMD,0.074074074
,"April 18, 2026",D2C,AOD PA% on BD Fill DT,AMD,0
,"April 18, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),AMD,
,"April 18, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,AMD,
,"April 18, 2026",D2C,AOD : Assisted Form 1 Filled,AMD,
,"April 18, 2026",D2C,AOD : Unassisted Form 1 Filled ,AMD,
,"April 18, 2026",D2C,AOD Basic Details Filled 2 Banking,AMD,
,"April 18, 2026",D2C,AOD Basic Details Filled 2 Login,AMD,
,"April 18, 2026",D2C,AOD : Login 2 CA,AMD,
,"April 18, 2026",D2C,AOD : CA 2 CApp ,AMD,
,"April 18, 2026",D2C,AOD : Capp to TNC Accptd Ever,AMD,
,"April 18, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,AMD,
,"April 18, 2026",D2C,        AOD: TNC Accptd Ever to FCU,AMD,
,"April 18, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,AMD,
,"April 18, 2026",D2C,        AOD: TNC Accptd Ever to DM,AMD,
,"April 18, 2026",D2C,AOD:  DM To Internal Disbursed,AMD,
,"April 18, 2026",D2C,Funl : TNC Accptd Ever to DM,AMD,
,"April 18, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,AMD,
,"April 18, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,AMD,
,"April 18, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,AMD,
,"April 18, 2026",D2C,      AOD: Avg ALP on TNC,AMD,
,"April 19, 2026",D2C,AOD Login Done,AMD,
,"April 19, 2026",D2C,AOD Credit Assessed,AMD,
,"April 19, 2026",D2C,AOD Credit Approved,AMD,
,"April 19, 2026",D2C,        AOD TNC Accptd Net,AMD,
,"April 19, 2026",D2C,AOD TNC Accepted,AMD,
,"April 19, 2026",D2C,         AOD: DOC Upload,AMD,
,"April 19, 2026",D2C,        AOD: FCU_CHECKS,AMD,
,"April 19, 2026",D2C,        AOD: RCU_CHECKS,AMD,
,"April 19, 2026",D2C,        AOD: DM,AMD,
,"April 19, 2026",D2C,        AOD: PMAX_DM,AMD,
,"April 19, 2026",D2C,AOD Disbursed ,AMD,
,"April 19, 2026",D2C,AOD Internal Disbursed,AMD,0
,"April 19, 2026",D2C,AOD  PMAX Disbursal,AMD,0
,"April 19, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,AMD,0.041666667
,"April 19, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,AMD,0
,"April 19, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,AMD,0.041666667
,"April 19, 2026",D2C,AOD PA% on BD Fill DT,AMD,1
,"April 19, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),AMD,
,"April 19, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,AMD,
,"April 19, 2026",D2C,AOD : Assisted Form 1 Filled,AMD,
,"April 19, 2026",D2C,AOD : Unassisted Form 1 Filled ,AMD,
,"April 19, 2026",D2C,AOD Basic Details Filled 2 Banking,AMD,
,"April 19, 2026",D2C,AOD Basic Details Filled 2 Login,AMD,
,"April 19, 2026",D2C,AOD : Login 2 CA,AMD,
,"April 19, 2026",D2C,AOD : CA 2 CApp ,AMD,
,"April 19, 2026",D2C,AOD : Capp to TNC Accptd Ever,AMD,
,"April 19, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,AMD,
,"April 19, 2026",D2C,        AOD: TNC Accptd Ever to FCU,AMD,
,"April 19, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,AMD,
,"April 19, 2026",D2C,        AOD: TNC Accptd Ever to DM,AMD,
,"April 19, 2026",D2C,AOD:  DM To Internal Disbursed,AMD,
,"April 19, 2026",D2C,Funl : TNC Accptd Ever to DM,AMD,
,"April 19, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,AMD,
,"April 19, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,AMD,
,"April 19, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,AMD,
,"April 19, 2026",D2C,      AOD: Avg ALP on TNC,AMD,
,"April 20, 2026",D2C,AOD Login Done,AMD,
,"April 20, 2026",D2C,AOD Credit Assessed,AMD,
,"April 20, 2026",D2C,AOD Credit Approved,AMD,
,"April 20, 2026",D2C,        AOD TNC Accptd Net,AMD,
,"April 20, 2026",D2C,AOD TNC Accepted,AMD,
,"April 20, 2026",D2C,         AOD: DOC Upload,AMD,
,"April 20, 2026",D2C,        AOD: FCU_CHECKS,AMD,
,"April 20, 2026",D2C,        AOD: RCU_CHECKS,AMD,
,"April 20, 2026",D2C,        AOD: DM,AMD,
,"April 20, 2026",D2C,        AOD: PMAX_DM,AMD,
,"April 20, 2026",D2C,AOD Disbursed ,AMD,
,"April 20, 2026",D2C,AOD Internal Disbursed,AMD,0
,"April 20, 2026",D2C,AOD  PMAX Disbursal,AMD,0
,"April 20, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,AMD,0.12
,"April 20, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,AMD,0.04
,"April 20, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,AMD,0.08
,"April 20, 2026",D2C,AOD PA% on BD Fill DT,AMD,0.571428571
,"April 20, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),AMD,
,"April 20, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,AMD,
,"April 20, 2026",D2C,AOD : Assisted Form 1 Filled,AMD,
,"April 20, 2026",D2C,AOD : Unassisted Form 1 Filled ,AMD,
,"April 20, 2026",D2C,AOD Basic Details Filled 2 Banking,AMD,
,"April 20, 2026",D2C,AOD Basic Details Filled 2 Login,AMD,
,"April 20, 2026",D2C,AOD : Login 2 CA,AMD,
,"April 20, 2026",D2C,AOD : CA 2 CApp ,AMD,
,"April 20, 2026",D2C,AOD : Capp to TNC Accptd Ever,AMD,
,"April 20, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,AMD,
,"April 20, 2026",D2C,        AOD: TNC Accptd Ever to FCU,AMD,
,"April 20, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,AMD,
,"April 20, 2026",D2C,        AOD: TNC Accptd Ever to DM,AMD,
,"April 20, 2026",D2C,AOD:  DM To Internal Disbursed,AMD,
,"April 20, 2026",D2C,Funl : TNC Accptd Ever to DM,AMD,
,"April 20, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,AMD,
,"April 20, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,AMD,
,"April 20, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,AMD,
,"April 20, 2026",D2C,      AOD: Avg ALP on TNC,AMD,
,"April 21, 2026",D2C,AOD Login Done,AMD,
,"April 21, 2026",D2C,AOD Credit Assessed,AMD,
,"April 21, 2026",D2C,AOD Credit Approved,AMD,
,"April 21, 2026",D2C,        AOD TNC Accptd Net,AMD,
,"April 21, 2026",D2C,AOD TNC Accepted,AMD,
,"April 21, 2026",D2C,         AOD: DOC Upload,AMD,
,"April 21, 2026",D2C,        AOD: FCU_CHECKS,AMD,
,"April 21, 2026",D2C,        AOD: RCU_CHECKS,AMD,
,"April 21, 2026",D2C,        AOD: DM,AMD,
,"April 21, 2026",D2C,        AOD: PMAX_DM,AMD,
,"April 21, 2026",D2C,AOD Disbursed ,AMD,
,"April 21, 2026",D2C,AOD Internal Disbursed,AMD,0
,"April 21, 2026",D2C,AOD  PMAX Disbursal,AMD,0
,"April 21, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,AMD,0.15
,"April 21, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,AMD,0.05
,"April 21, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,AMD,0.1
,"April 21, 2026",D2C,AOD PA% on BD Fill DT,AMD,0
,"April 21, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),AMD,
,"April 21, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,AMD,
,"April 21, 2026",D2C,AOD : Assisted Form 1 Filled,AMD,
,"April 21, 2026",D2C,AOD : Unassisted Form 1 Filled ,AMD,
,"April 21, 2026",D2C,AOD Basic Details Filled 2 Banking,AMD,
,"April 21, 2026",D2C,AOD Basic Details Filled 2 Login,AMD,
,"April 21, 2026",D2C,AOD : Login 2 CA,AMD,
,"April 21, 2026",D2C,AOD : CA 2 CApp ,AMD,
,"April 21, 2026",D2C,AOD : Capp to TNC Accptd Ever,AMD,
,"April 21, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,AMD,
,"April 21, 2026",D2C,        AOD: TNC Accptd Ever to FCU,AMD,
,"April 21, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,AMD,
,"April 21, 2026",D2C,        AOD: TNC Accptd Ever to DM,AMD,
,"April 21, 2026",D2C,AOD:  DM To Internal Disbursed,AMD,
,"April 21, 2026",D2C,Funl : TNC Accptd Ever to DM,AMD,
,"April 21, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,AMD,
,"April 21, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,AMD,
,"April 21, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,AMD,
,"April 21, 2026",D2C,      AOD: Avg ALP on TNC,AMD,
,"April 22, 2026",D2C,AOD Login Done,AMD,
,"April 22, 2026",D2C,AOD Credit Assessed,AMD,
,"April 22, 2026",D2C,AOD Credit Approved,AMD,
,"April 22, 2026",D2C,        AOD TNC Accptd Net,AMD,
,"April 22, 2026",D2C,AOD TNC Accepted,AMD,
