Measure Names,Month of Date,REGION,Measure Values
Vas revenue (chr+chat+spp+agreement),October 2025,NDL,"2,16,275"
Avg Lising fee,October 2025,NDL,"1,482.088266200"
Listing Revenue/day,October 2025,NDL,"1,36,495.548387097"
Inspection,November 2025,NDL,"25,230"
Avg. Avg Insp TP,November 2025,NDL,"4,79,351.171680292"
workable leads,November 2025,NDL,"23,398"
Total_Listing,November 2025,NDL,"2,750"
Avg. Avg. Listing TP,November 2025,NDL,"4,49,162.138595853"
Listing went live,November 2025,NDL,"2,762"
Listing Conversion,November 2025,NDL,0.109472850
Avg. LP/TP,November 2025,NDL,1.086645297
Avg. FLP/TP (check from 8th Nov),November 2025,NDL,1.114679480
Avg. LP/CLP,November 2025,NDL,0.877209924
Delisted,November 2025,NDL,"1,364"
c2b bought,November 2025,NDL,560
Offer Initiated,November 2025,NDL,"46,470"
Unique Buyer,November 2025,NDL,"19,768"
Offer/Listings,November 2025,NDL,16.824764663
Counter,November 2025,NDL,"4,542"
Accepted,November 2025,NDL,"17,345"
% accepted/Offer,November 2025,NDL,0.373251560
Rejected,November 2025,NDL,"1,419"
Revision,November 2025,NDL,360
TD completed,November 2025,NDL,109
% TD/Accepted,November 2025,NDL,0.006284232
TD/Listing,November 2025,NDL,0.039464156
Sold,November 2025,NDL,22
Total Revenue,November 2025,NDL,"62,31,157"
Listing Revenue,November 2025,NDL,"58,16,456"
Vas revenue (chr+chat+spp+agreement),November 2025,NDL,"2,58,380"
Avg Lising fee,November 2025,NDL,"2,115.074909091"
Listing Revenue/day,November 2025,NDL,"1,93,881.866666667"
Inspection,December 2025,NDL,"28,028"
Avg. Avg Insp TP,December 2025,NDL,"4,82,551.299514667"
workable leads,December 2025,NDL,"25,991"
Total_Listing,December 2025,NDL,"3,157"
Avg. Avg. Listing TP,December 2025,NDL,"4,40,793.019328264"
Listing went live,December 2025,NDL,"3,145"
Listing Conversion,December 2025,NDL,0.112209219
Avg. LP/TP,December 2025,NDL,1.092043572
Avg. FLP/TP (check from 8th Nov),December 2025,NDL,1.130062008
Avg. LP/CLP,December 2025,NDL,0.898674879
Delisted,December 2025,NDL,"2,780"
c2b bought,December 2025,NDL,571
Offer Initiated,December 2025,NDL,"57,287"
Unique Buyer,December 2025,NDL,"23,655"
Offer/Listings,December 2025,NDL,18.215262321
Counter,December 2025,NDL,"3,646"
Accepted,December 2025,NDL,"22,505"
% accepted/Offer,December 2025,NDL,0.392846545
Rejected,December 2025,NDL,"1,323"
Revision,December 2025,NDL,223
TD completed,December 2025,NDL,172
% TD/Accepted,December 2025,NDL,0.007642746
TD/Listing,December 2025,NDL,0.054689984
Sold,December 2025,NDL,30
Total Revenue,December 2025,NDL,"85,43,795"
Listing Revenue,December 2025,NDL,"80,79,460"
Vas revenue (chr+chat+spp+agreement),December 2025,NDL,"2,84,109"
Avg Lising fee,December 2025,NDL,"2,559.220779221"
Listing Revenue/day,December 2025,NDL,"2,60,627.741935484"
Inspection,January 2026,NDL,"25,622"
Avg. Avg Insp TP,January 2026,NDL,"5,01,905.77897532"
workable leads,January 2026,NDL,"23,605"
Total_Listing,January 2026,NDL,"3,309"
Avg. Avg. Listing TP,January 2026,NDL,"4,64,176.358524788"
Listing went live,January 2026,NDL,"3,257"
Listing Conversion,January 2026,NDL,0.127117321
Avg. LP/TP,January 2026,NDL,1.095255604
Avg. FLP/TP (check from 8th Nov),January 2026,NDL,1.139997504
Avg. LP/CLP,January 2026,NDL,0.911369489
Delisted,January 2026,NDL,"3,596"
c2b bought,January 2026,NDL,650
Offer Initiated,January 2026,NDL,"56,214"
Unique Buyer,January 2026,NDL,"23,245"
Offer/Listings,January 2026,NDL,17.259441204
Counter,January 2026,NDL,"2,834"
Accepted,January 2026,NDL,"21,436"
% accepted/Offer,January 2026,NDL,0.381328495
Rejected,January 2026,NDL,"1,351"
Revision,January 2026,NDL,113
TD completed,January 2026,NDL,149
% TD/Accepted,January 2026,NDL,0.006950924
TD/Listing,January 2026,NDL,0.045747621
Sold,January 2026,NDL,29
Total Revenue,January 2026,NDL,"84,28,247"
Listing Revenue,January 2026,NDL,"79,85,060"
Vas revenue (chr+chat+spp+agreement),January 2026,NDL,"2,89,316"
Avg Lising fee,January 2026,NDL,"2,413.133877304"
Listing Revenue/day,January 2026,NDL,"2,57,582.580645161"
Inspection,February 2026,NDL,"22,494"
Avg. Avg Insp TP,February 2026,NDL,"4,99,669.045286712"
workable leads,February 2026,NDL,"20,730"
Total_Listing,February 2026,NDL,"2,843"
Avg. Avg. Listing TP,February 2026,NDL,"4,47,870.870774648"
Listing went live,February 2026,NDL,"2,804"
Listing Conversion,February 2026,NDL,0.124655464
Avg. LP/TP,February 2026,NDL,1.069115670
Avg. FLP/TP (check from 8th Nov),February 2026,NDL,1.101764823
Avg. LP/CLP,February 2026,NDL,0.903651552
Delisted,February 2026,NDL,"2,936"
c2b bought,February 2026,NDL,488
Offer Initiated,February 2026,NDL,"68,903"
Unique Buyer,February 2026,NDL,"27,866"
Offer/Listings,February 2026,NDL,24.573109843
Counter,February 2026,NDL,"3,768"
Accepted,February 2026,NDL,"25,634"
% accepted/Offer,February 2026,NDL,0.372030245
Rejected,February 2026,NDL,"2,078"
Revision,February 2026,NDL,241
TD completed,February 2026,NDL,105
% TD/Accepted,February 2026,NDL,0.004096122
TD/Listing,February 2026,NDL,0.037446505
Sold,February 2026,NDL,37
Total Revenue,February 2026,NDL,"74,33,021"
Listing Revenue,February 2026,NDL,"70,40,235"
Vas revenue (chr+chat+spp+agreement),February 2026,NDL,"2,28,519"
Avg Lising fee,February 2026,NDL,"2,476.340133662"
Listing Revenue/day,February 2026,NDL,"2,51,436.964285714"
Inspection,March 2026,NDL,"14,709"
Avg. Avg Insp TP,March 2026,NDL,"4,74,389.965350579"
workable leads,March 2026,NDL,"13,643"
Total_Listing,March 2026,NDL,"1,995"
Avg. Avg. Listing TP,March 2026,NDL,"4,43,951.87104867"
Listing went live,March 2026,NDL,"1,984"
Listing Conversion,March 2026,NDL,0.134883405
Avg. LP/TP,March 2026,NDL,1.101018196
Avg. FLP/TP (check from 8th Nov),March 2026,NDL,1.126313854
Avg. LP/CLP,March 2026,NDL,0.943287683
Delisted,March 2026,NDL,"1,421"
c2b bought,March 2026,NDL,237
Offer Initiated,March 2026,NDL,"45,587"
Unique Buyer,March 2026,NDL,"18,434"
Offer/Listings,March 2026,NDL,22.977318548
Counter,March 2026,NDL,"2,222"
Accepted,March 2026,NDL,"17,233"
% accepted/Offer,March 2026,NDL,0.378024437
Rejected,March 2026,NDL,"1,232"
Revision,March 2026,NDL,149
TD completed,March 2026,NDL,40
% TD/Accepted,March 2026,NDL,0.002321128
TD/Listing,March 2026,NDL,0.020161290
Sold,March 2026,NDL,15
Total Revenue,March 2026,NDL,"61,94,440"
Listing Revenue,March 2026,NDL,"59,83,072"
Vas revenue (chr+chat+spp+agreement),March 2026,NDL,"1,51,820"
Avg Lising fee,March 2026,NDL,"2,999.033583960"
Listing Revenue/day,March 2026,NDL,"3,14,898.526315789"
Inspection,All,NDL,"1,62,242"
Avg. Avg Insp TP,All,NDL,"4,84,201.145730936"
workable leads,All,NDL,"1,50,646"
Total_Listing,All,NDL,"17,612"
Avg. Avg. Listing TP,All,NDL,"4,54,248.564856883"
Listing went live,All,NDL,"17,418"
Listing Conversion,All,NDL,0.107358144
Avg. LP/TP,All,NDL,1.096815247
Avg. FLP/TP (check from 8th Nov),All,NDL,1.127481307
Avg. LP/CLP,All,NDL,0.907943276
Delisted,All,NDL,"12,454"
c2b bought,All,NDL,"3,113"
Offer Initiated,All,NDL,"3,05,647"
Unique Buyer,All,NDL,"1,05,701"
Offer/Listings,All,NDL,17.547766678
Counter,All,NDL,"20,852"
Accepted,All,NDL,"1,16,860"
% accepted/Offer,All,NDL,0.382336486
Rejected,All,NDL,"8,441"
Revision,All,NDL,"1,313"
TD completed,All,NDL,626
% TD/Accepted,All,NDL,0.005356837
TD/Listing,All,NDL,0.035939832
Sold,All,NDL,163
Total Revenue,All,NDL,"4,23,97,593"
Listing Revenue,All,NDL,"4,02,20,891"
Vas revenue (chr+chat+spp+agreement),All,NDL,"14,46,869"
Avg Lising fee,All,NDL,"2,283.720815353"
Listing Revenue/day,All,NDL,"1,81,994.981900452"
Inspection,August 2025,NHR,"2,910"
Avg. Avg Insp TP,August 2025,NHR,"4,49,849.480068729"
workable leads,August 2025,NHR,"2,795"
Total_Listing,August 2025,NHR,438
Avg. Avg. Listing TP,August 2025,NHR,"5,32,659.00456621"
Listing went live,August 2025,NHR,436
Listing Conversion,August 2025,NHR,0.149828179
Avg. LP/TP,August 2025,NHR,1.108652564
Avg. FLP/TP (check from 8th Nov),August 2025,NHR,1.124207909
Avg. LP/CLP,August 2025,NHR,0.995633214
Delisted,August 2025,NHR,365
c2b bought,August 2025,NHR,59
Offer Initiated,August 2025,NHR,"2,970"
Unique Buyer,August 2025,NHR,"2,232"
Offer/Listings,August 2025,NHR,6.811926606
Counter,August 2025,NHR,38
Accepted,August 2025,NHR,"2,861"
% accepted/Offer,August 2025,NHR,0.963299663
Rejected,August 2025,NHR,14
Revision,August 2025,NHR,5
TD completed,August 2025,NHR,0
% TD/Accepted,August 2025,NHR,0
TD/Listing,August 2025,NHR,0
Sold,August 2025,NHR,0
Total Revenue,August 2025,NHR,"5,64,812"
Listing Revenue,August 2025,NHR,"5,39,260"
Vas revenue (chr+chat+spp+agreement),August 2025,NHR,"25,552"
Avg Lising fee,August 2025,NHR,"1,231.187214612"
Listing Revenue/day,August 2025,NHR,"17,395.483870968"
Inspection,September 2025,NHR,"2,519"
Avg. Avg Insp TP,September 2025,NHR,"4,53,904.22628027"
workable leads,September 2025,NHR,"2,442"
Total_Listing,September 2025,NHR,410
Avg. Avg. Listing TP,September 2025,NHR,"5,29,142.863414634"
Listing went live,September 2025,NHR,427
Listing Conversion,September 2025,NHR,0.169511711
Avg. LP/TP,September 2025,NHR,1.101302411
Avg. FLP/TP (check from 8th Nov),September 2025,NHR,1.114654220
Avg. LP/CLP,September 2025,NHR,0.994686947
Delisted,September 2025,NHR,139
c2b bought,September 2025,NHR,52
Offer Initiated,September 2025,NHR,"2,297"
Unique Buyer,September 2025,NHR,"1,688"
Offer/Listings,September 2025,NHR,5.379391101
Counter,September 2025,NHR,17
Accepted,September 2025,NHR,"2,223"
% accepted/Offer,September 2025,NHR,0.967784066
Rejected,September 2025,NHR,12
Revision,September 2025,NHR,2
TD completed,September 2025,NHR,0
% TD/Accepted,September 2025,NHR,0
TD/Listing,September 2025,NHR,0
Sold,September 2025,NHR,5
Total Revenue,September 2025,NHR,"6,04,978"
Listing Revenue,September 2025,NHR,"5,83,392"
Vas revenue (chr+chat+spp+agreement),September 2025,NHR,"21,586"
Avg Lising fee,September 2025,NHR,"1,422.907317073"
Listing Revenue/day,September 2025,NHR,"19,446.4"
Inspection,October 2025,NHR,"2,522"
Avg. Avg Insp TP,October 2025,NHR,"4,44,715.54480571"
workable leads,October 2025,NHR,"2,444"
Total_Listing,October 2025,NHR,402
Avg. Avg. Listing TP,October 2025,NHR,"4,78,037.009950249"
Listing went live,October 2025,NHR,395
Listing Conversion,October 2025,NHR,0.156621729
Avg. LP/TP,October 2025,NHR,1.099536798
Avg. FLP/TP (check from 8th Nov),October 2025,NHR,1.121319439
Avg. LP/CLP,October 2025,NHR,0.967119593
Delisted,October 2025,NHR,769
c2b bought,October 2025,NHR,50
Offer Initiated,October 2025,NHR,"2,328"
Unique Buyer,October 2025,NHR,"1,627"
Offer/Listings,October 2025,NHR,5.893670886
Counter,October 2025,NHR,18
Accepted,October 2025,NHR,"2,261"
% accepted/Offer,October 2025,NHR,0.971219931
Rejected,October 2025,NHR,2
Revision,October 2025,NHR,0
TD completed,October 2025,NHR,2
% TD/Accepted,October 2025,NHR,0.000884564
TD/Listing,October 2025,NHR,0.005063291
Sold,October 2025,NHR,3
Total Revenue,October 2025,NHR,"6,02,680"
Listing Revenue,October 2025,NHR,"5,92,596"
Vas revenue (chr+chat+spp+agreement),October 2025,NHR,"9,884"
Avg Lising fee,October 2025,NHR,"1,474.119402985"
Listing Revenue/day,October 2025,NHR,"19,116"
Inspection,November 2025,NHR,"2,706"
Avg. Avg Insp TP,November 2025,NHR,"5,00,072.382418398"
workable leads,November 2025,NHR,"2,625"
Total_Listing,November 2025,NHR,538
Avg. Avg. Listing TP,November 2025,NHR,"5,42,826.734200743"
Listing went live,November 2025,NHR,538
Listing Conversion,November 2025,NHR,0.198817443
Avg. LP/TP,November 2025,NHR,1.020963753
Avg. FLP/TP (check from 8th Nov),November 2025,NHR,1.066234986
Avg. LP/CLP,November 2025,NHR,0.935457374
Delisted,November 2025,NHR,622
c2b bought,November 2025,NHR,57
Offer Initiated,November 2025,NHR,"2,213"
Unique Buyer,November 2025,NHR,"1,488"
Offer/Listings,November 2025,NHR,4.113382900
Counter,November 2025,NHR,55
Accepted,November 2025,NHR,"1,826"
% accepted/Offer,November 2025,NHR,0.825124266
Rejected,November 2025,NHR,20
Revision,November 2025,NHR,2
TD completed,November 2025,NHR,3
% TD/Accepted,November 2025,NHR,0.001642935
TD/Listing,November 2025,NHR,0.005576208
Sold,November 2025,NHR,0
Total Revenue,November 2025,NHR,"8,13,572"
Listing Revenue,November 2025,NHR,"8,03,698"
Vas revenue (chr+chat+spp+agreement),November 2025,NHR,"7,130"
Avg Lising fee,November 2025,NHR,"1,493.862453532"
Listing Revenue/day,November 2025,NHR,"26,789.933333333"
Inspection,December 2025,NHR,"3,322"
Avg. Avg Insp TP,December 2025,NHR,"4,88,681.62518831"
workable leads,December 2025,NHR,"3,204"
Total_Listing,December 2025,NHR,562
Avg. Avg. Listing TP,December 2025,NHR,"5,64,814.697508897"
Listing went live,December 2025,NHR,559
Listing Conversion,December 2025,NHR,0.168272125
Avg. LP/TP,December 2025,NHR,1.020004042
Avg. FLP/TP (check from 8th Nov),December 2025,NHR,1.065341510
Avg. LP/CLP,December 2025,NHR,0.950645866
Delisted,December 2025,NHR,445
c2b bought,December 2025,NHR,90
Offer Initiated,December 2025,NHR,"3,252"
Unique Buyer,December 2025,NHR,"2,027"
Offer/Listings,December 2025,NHR,5.817531306
Counter,December 2025,NHR,173
Accepted,December 2025,NHR,"1,539"
% accepted/Offer,December 2025,NHR,0.473247232
Rejected,December 2025,NHR,97
Revision,December 2025,NHR,12
TD completed,December 2025,NHR,0
% TD/Accepted,December 2025,NHR,0
TD/Listing,December 2025,NHR,0
Sold,December 2025,NHR,1
Total Revenue,December 2025,NHR,"8,79,752"
Listing Revenue,December 2025,NHR,"8,53,435"
Vas revenue (chr+chat+spp+agreement),December 2025,NHR,"8,220"
Avg Lising fee,December 2025,NHR,"1,518.567615658"
Listing Revenue/day,December 2025,NHR,"27,530.161290323"
Inspection,January 2026,NHR,"3,044"
Avg. Avg Insp TP,January 2026,NHR,"4,92,255.049622083"
workable leads,January 2026,NHR,"2,954"
Total_Listing,January 2026,NHR,543
Avg. Avg. Listing TP,January 2026,NHR,"5,36,773.953959484"
Listing went live,January 2026,NHR,533
Listing Conversion,January 2026,NHR,0.175098555
Avg. LP/TP,January 2026,NHR,1.030467353
Avg. FLP/TP (check from 8th Nov),January 2026,NHR,1.066772978
Avg. LP/CLP,January 2026,NHR,0.943109820
Delisted,January 2026,NHR,645
c2b bought,January 2026,NHR,65
Offer Initiated,January 2026,NHR,"4,326"
Unique Buyer,January 2026,NHR,"2,714"
Offer/Listings,January 2026,NHR,8.116322702
Counter,January 2026,NHR,154
Accepted,January 2026,NHR,"1,911"
% accepted/Offer,January 2026,NHR,0.441747573
Rejected,January 2026,NHR,88
Revision,January 2026,NHR,11
TD completed,January 2026,NHR,5
% TD/Accepted,January 2026,NHR,0.002616431
TD/Listing,January 2026,NHR,0.009380863
Sold,January 2026,NHR,2
Total Revenue,January 2026,NHR,"8,43,481"
Listing Revenue,January 2026,NHR,"8,25,528"
Vas revenue (chr+chat+spp+agreement),January 2026,NHR,"15,160"
Avg Lising fee,January 2026,NHR,"1,520.309392265"
Listing Revenue/day,January 2026,NHR,"26,629.935483871"
Inspection,February 2026,NHR,"2,146"
Avg. Avg Insp TP,February 2026,NHR,"5,02,058.591036415"
workable leads,February 2026,NHR,"2,080"
Total_Listing,February 2026,NHR,431
Avg. Avg. Listing TP,February 2026,NHR,"5,43,180.30162413"
Listing went live,February 2026,NHR,430
Listing Conversion,February 2026,NHR,0.200372787
Avg. LP/TP,February 2026,NHR,1.024359905
Avg. FLP/TP (check from 8th Nov),February 2026,NHR,1.057995913
Avg. LP/CLP,February 2026,NHR,0.921493878
Delisted,February 2026,NHR,523
c2b bought,February 2026,NHR,56
Offer Initiated,February 2026,NHR,"5,250"
Unique Buyer,February 2026,NHR,"3,298"
Offer/Listings,February 2026,NHR,12.209302326
Counter,February 2026,NHR,226
Accepted,February 2026,NHR,"2,450"
% accepted/Offer,February 2026,NHR,0.466666667
Rejected,February 2026,NHR,120
Revision,February 2026,NHR,17
TD completed,February 2026,NHR,8
% TD/Accepted,February 2026,NHR,0.003265306
TD/Listing,February 2026,NHR,0.018604651
Sold,February 2026,NHR,4
Total Revenue,February 2026,NHR,"7,24,302"
Listing Revenue,February 2026,NHR,"7,03,044"
Vas revenue (chr+chat+spp+agreement),February 2026,NHR,"16,060"
Avg Lising fee,February 2026,NHR,"1,631.192575406"
Listing Revenue/day,February 2026,NHR,"25,108.714285714"
Inspection,March 2026,NHR,"1,241"
Avg. Avg Insp TP,March 2026,NHR,"4,98,748.763136621"
workable leads,March 2026,NHR,"1,192"
Total_Listing,March 2026,NHR,226
Avg. Avg. Listing TP,March 2026,NHR,"6,00,188.42920354"
Listing went live,March 2026,NHR,225
Listing Conversion,March 2026,NHR,0.181305399
Avg. LP/TP,March 2026,NHR,1.053924921
Avg. FLP/TP (check from 8th Nov),March 2026,NHR,1.077058355
Avg. LP/CLP,March 2026,NHR,0.956225185
Delisted,March 2026,NHR,233
c2b bought,March 2026,NHR,20
Offer Initiated,March 2026,NHR,"3,623"
Unique Buyer,March 2026,NHR,"2,452"
Offer/Listings,March 2026,NHR,16.102222222
Counter,March 2026,NHR,125
Accepted,March 2026,NHR,"1,785"
% accepted/Offer,March 2026,NHR,0.492685620
Rejected,March 2026,NHR,79
Revision,March 2026,NHR,7
TD completed,March 2026,NHR,5
% TD/Accepted,March 2026,NHR,0.002801120
TD/Listing,March 2026,NHR,0.022222222
Sold,March 2026,NHR,4
Total Revenue,March 2026,NHR,"3,83,808"
Listing Revenue,March 2026,NHR,"3,76,774"
Vas revenue (chr+chat+spp+agreement),March 2026,NHR,"4,090"
Avg Lising fee,March 2026,NHR,"1,667.141592920"
Listing Revenue/day,March 2026,NHR,"19,830.210526316"
Inspection,All,NHR,"20,410"
Avg. Avg Insp TP,All,NHR,"4,77,459.418873847"
workable leads,All,NHR,"19,736"
Total_Listing,All,NHR,"3,550"
Avg. Avg. Listing TP,All,NHR,"5,38,904.870704225"
Listing went live,All,NHR,"3,543"
Listing Conversion,All,NHR,0.173591377
Avg. LP/TP,All,NHR,1.053776991
Avg. FLP/TP (check from 8th Nov),All,NHR,1.084855199
Avg. LP/CLP,All,NHR,0.955684951
Delisted,All,NHR,"3,741"
c2b bought,All,NHR,449
Offer Initiated,All,NHR,"26,259"
Unique Buyer,All,NHR,"15,776"
Offer/Listings,All,NHR,7.411515665
Counter,All,NHR,806
Accepted,All,NHR,"16,856"
% accepted/Offer,All,NHR,0.641913249
Rejected,All,NHR,432
Revision,All,NHR,56
TD completed,All,NHR,23
% TD/Accepted,All,NHR,0.001364499
TD/Listing,All,NHR,0.006491674
Sold,All,NHR,19
Total Revenue,All,NHR,"54,17,385"
Listing Revenue,All,NHR,"52,77,727"
Vas revenue (chr+chat+spp+agreement),All,NHR,"1,07,682"
Avg Lising fee,All,NHR,"1,486.683661972"
Listing Revenue/day,All,NHR,"22,847.303030303"
Inspection,August 2025,NJK,182
Avg. Avg Insp TP,August 2025,NJK,"3,68,240.142857143"
workable leads,August 2025,NJK,167
Total_Listing,August 2025,NJK,32
Avg. Avg. Listing TP,August 2025,NJK,"4,38,751.25"
Listing went live,August 2025,NJK,32
Listing Conversion,August 2025,NJK,0.175824176
Avg. LP/TP,August 2025,NJK,1.214768310
Avg. FLP/TP (check from 8th Nov),August 2025,NJK,1.222550345
Avg. LP/CLP,August 2025,NJK,
Delisted,August 2025,NJK,7
c2b bought,August 2025,NJK,5
Offer Initiated,August 2025,NJK,313
Unique Buyer,August 2025,NJK,203
Offer/Listings,August 2025,NJK,9.78125
Counter,August 2025,NJK,62
Accepted,August 2025,NJK,125
% accepted/Offer,August 2025,NJK,0.399361022
Rejected,August 2025,NJK,13
Revision,August 2025,NJK,3
TD completed,August 2025,NJK,0
% TD/Accepted,August 2025,NJK,0
TD/Listing,August 2025,NJK,0
Sold,August 2025,NJK,0
Total Revenue,August 2025,NJK,"42,536"
Listing Revenue,August 2025,NJK,"41,536"
Vas revenue (chr+chat+spp+agreement),August 2025,NJK,"1,000"
Avg Lising fee,August 2025,NJK,"1,298"
Listing Revenue/day,August 2025,NJK,"1,339.870967742"
Inspection,September 2025,NJK,234
Avg. Avg Insp TP,September 2025,NJK,"4,27,475.700854701"
workable leads,September 2025,NJK,227
Total_Listing,September 2025,NJK,34
Avg. Avg. Listing TP,September 2025,NJK,"4,50,957.205882353"
Listing went live,September 2025,NJK,33
Listing Conversion,September 2025,NJK,0.141025641
Avg. LP/TP,September 2025,NJK,1.201487955
Avg. FLP/TP (check from 8th Nov),September 2025,NJK,1.231183837
Avg. LP/CLP,September 2025,NJK,
Delisted,September 2025,NJK,13
c2b bought,September 2025,NJK,3
Offer Initiated,September 2025,NJK,305
Unique Buyer,September 2025,NJK,199
Offer/Listings,September 2025,NJK,9.242424242
Counter,September 2025,NJK,46
Accepted,September 2025,NJK,96
% accepted/Offer,September 2025,NJK,0.314754098
Rejected,September 2025,NJK,25
Revision,September 2025,NJK,11
TD completed,September 2025,NJK,0
% TD/Accepted,September 2025,NJK,0
TD/Listing,September 2025,NJK,0
Sold,September 2025,NJK,0
Total Revenue,September 2025,NJK,"52,246"
Listing Revenue,September 2025,NJK,"49,324"
Vas revenue (chr+chat+spp+agreement),September 2025,NJK,"2,922"
Avg Lising fee,September 2025,NJK,"1,450.705882353"
Listing Revenue/day,September 2025,NJK,"1,644.133333333"
Inspection,October 2025,NJK,202
Avg. Avg Insp TP,October 2025,NJK,"3,89,519.762376238"
workable leads,October 2025,NJK,192
Total_Listing,October 2025,NJK,33
Avg. Avg. Listing TP,October 2025,NJK,"4,07,793.454545455"
Listing went live,October 2025,NJK,31
Listing Conversion,October 2025,NJK,0.153465347
Avg. LP/TP,October 2025,NJK,1.217175412
Avg. FLP/TP (check from 8th Nov),October 2025,NJK,1.260135823
Avg. LP/CLP,October 2025,NJK,
Delisted,October 2025,NJK,17
c2b bought,October 2025,NJK,2
Offer Initiated,October 2025,NJK,388
Unique Buyer,October 2025,NJK,250
Offer/Listings,October 2025,NJK,12.516129032
Counter,October 2025,NJK,29
Accepted,October 2025,NJK,164
% accepted/Offer,October 2025,NJK,0.422680412
Rejected,October 2025,NJK,5
Revision,October 2025,NJK,2
TD completed,October 2025,NJK,0
% TD/Accepted,October 2025,NJK,0
TD/Listing,October 2025,NJK,0
Sold,October 2025,NJK,0
Total Revenue,October 2025,NJK,"48,736"
Listing Revenue,October 2025,NJK,"47,436"
Vas revenue (chr+chat+spp+agreement),October 2025,NJK,900
Avg Lising fee,October 2025,NJK,"1,437.454545455"
Listing Revenue/day,October 2025,NJK,"1,530.193548387"
Inspection,November 2025,NJK,215
Avg. Avg Insp TP,November 2025,NJK,"3,82,599.334883721"
workable leads,November 2025,NJK,193
Total_Listing,November 2025,NJK,37
Avg. Avg. Listing TP,November 2025,NJK,"3,63,574.540540541"
Listing went live,November 2025,NJK,38
Listing Conversion,November 2025,NJK,0.176744186
Avg. LP/TP,November 2025,NJK,1.202871720
Avg. FLP/TP (check from 8th Nov),November 2025,NJK,1.271608577
Avg. LP/CLP,November 2025,NJK,
Delisted,November 2025,NJK,50
c2b bought,November 2025,NJK,2
Offer Initiated,November 2025,NJK,539
Unique Buyer,November 2025,NJK,274
Offer/Listings,November 2025,NJK,14.184210526
Counter,November 2025,NJK,68
Accepted,November 2025,NJK,259
% accepted/Offer,November 2025,NJK,0.480519481
Rejected,November 2025,NJK,63
Revision,November 2025,NJK,17
TD completed,November 2025,NJK,1
% TD/Accepted,November 2025,NJK,0.003861004
TD/Listing,November 2025,NJK,0.026315789
Sold,November 2025,NJK,0
Total Revenue,November 2025,NJK,"56,456"
Listing Revenue,November 2025,NJK,"54,870"
Vas revenue (chr+chat+spp+agreement),November 2025,NJK,900
Avg Lising fee,November 2025,NJK,"1,482.972972973"
Listing Revenue/day,November 2025,NJK,"1,829"
Inspection,December 2025,NJK,215
Avg. Avg Insp TP,December 2025,NJK,"4,04,582.479069767"
workable leads,December 2025,NJK,199
Total_Listing,December 2025,NJK,29
Avg. Avg. Listing TP,December 2025,NJK,"4,23,917.689655172"
Listing went live,December 2025,NJK,30
Listing Conversion,December 2025,NJK,0.139534884
Avg. LP/TP,December 2025,NJK,1.166123432
Avg. FLP/TP (check from 8th Nov),December 2025,NJK,1.215572962
Avg. LP/CLP,December 2025,NJK,
Delisted,December 2025,NJK,34
c2b bought,December 2025,NJK,2
Offer Initiated,December 2025,NJK,625
Unique Buyer,December 2025,NJK,342
Offer/Listings,December 2025,NJK,20.833333333
Counter,December 2025,NJK,43
Accepted,December 2025,NJK,307
% accepted/Offer,December 2025,NJK,0.4912
Rejected,December 2025,NJK,7
Revision,December 2025,NJK,1
TD completed,December 2025,NJK,0
% TD/Accepted,December 2025,NJK,0
TD/Listing,December 2025,NJK,0
Sold,December 2025,NJK,0
Total Revenue,December 2025,NJK,"42,942"
Listing Revenue,December 2025,NJK,"40,356"
Vas revenue (chr+chat+spp+agreement),December 2025,NJK,"1,900"
Avg Lising fee,December 2025,NJK,"1,391.586206897"
Listing Revenue/day,December 2025,NJK,"1,301.806451613"
Inspection,January 2026,NJK,182
Avg. Avg Insp TP,January 2026,NJK,"4,23,917.708791209"
workable leads,January 2026,NJK,165
Total_Listing,January 2026,NJK,24
Avg. Avg. Listing TP,January 2026,NJK,"3,89,679.416666667"
Listing went live,January 2026,NJK,24
Listing Conversion,January 2026,NJK,0.131868132
Avg. LP/TP,January 2026,NJK,1.177914215
Avg. FLP/TP (check from 8th Nov),January 2026,NJK,1.164844691
Avg. LP/CLP,January 2026,NJK,
Delisted,January 2026,NJK,43
c2b bought,January 2026,NJK,1
Offer Initiated,January 2026,NJK,609
Unique Buyer,January 2026,NJK,393
Offer/Listings,January 2026,NJK,25.375
Counter,January 2026,NJK,20
Accepted,January 2026,NJK,337
% accepted/Offer,January 2026,NJK,0.553366174
Rejected,January 2026,NJK,19
Revision,January 2026,NJK,2
TD completed,January 2026,NJK,1
% TD/Accepted,January 2026,NJK,0.002967359
TD/Listing,January 2026,NJK,0.041666667
Sold,January 2026,NJK,0
Total Revenue,January 2026,NJK,"39,708"
Listing Revenue,January 2026,NJK,"36,816"
Vas revenue (chr+chat+spp+agreement),January 2026,NJK,"2,500"
Avg Lising fee,January 2026,NJK,"1,534"
Listing Revenue/day,January 2026,NJK,"1,187.612903226"
Inspection,February 2026,NJK,137
Avg. Avg Insp TP,February 2026,NJK,"3,31,477.98540146"
workable leads,February 2026,NJK,125
Total_Listing,February 2026,NJK,25
Avg. Avg. Listing TP,February 2026,NJK,"3,34,033.48"
Listing went live,February 2026,NJK,25
Listing Conversion,February 2026,NJK,0.182481752
Avg. LP/TP,February 2026,NJK,1.110360606
