Measure Names,Month of Date,REGION,Measure Values
Avg. FLP/TP (check from 8th Nov),February 2026,NJK,1.147960992
Avg. LP/CLP,February 2026,NJK,
Delisted,February 2026,NJK,27
c2b bought,February 2026,NJK,4
Offer Initiated,February 2026,NJK,866
Unique Buyer,February 2026,NJK,532
Offer/Listings,February 2026,NJK,34.64
Counter,February 2026,NJK,16
Accepted,February 2026,NJK,496
% accepted/Offer,February 2026,NJK,0.572748268
Rejected,February 2026,NJK,15
Revision,February 2026,NJK,1
TD completed,February 2026,NJK,0
% TD/Accepted,February 2026,NJK,0
TD/Listing,February 2026,NJK,0
Sold,February 2026,NJK,0
Total Revenue,February 2026,NJK,"40,106"
Listing Revenue,February 2026,NJK,"36,462"
Vas revenue (chr+chat+spp+agreement),February 2026,NJK,"3,350"
Avg Lising fee,February 2026,NJK,"1,458.48"
Listing Revenue/day,February 2026,NJK,"1,302.214285714"
Inspection,March 2026,NJK,85
Avg. Avg Insp TP,March 2026,NJK,"4,46,040.905882353"
workable leads,March 2026,NJK,77
Total_Listing,March 2026,NJK,19
Avg. Avg. Listing TP,March 2026,NJK,"4,14,486"
Listing went live,March 2026,NJK,19
Listing Conversion,March 2026,NJK,0.223529412
Avg. LP/TP,March 2026,NJK,1.137473592
Avg. FLP/TP (check from 8th Nov),March 2026,NJK,1.180425392
Avg. LP/CLP,March 2026,NJK,
Delisted,March 2026,NJK,7
c2b bought,March 2026,NJK,1
Offer Initiated,March 2026,NJK,505
Unique Buyer,March 2026,NJK,307
Offer/Listings,March 2026,NJK,26.578947368
Counter,March 2026,NJK,18
Accepted,March 2026,NJK,283
% accepted/Offer,March 2026,NJK,0.560396040
Rejected,March 2026,NJK,9
Revision,March 2026,NJK,0
TD completed,March 2026,NJK,0
% TD/Accepted,March 2026,NJK,0
TD/Listing,March 2026,NJK,0
Sold,March 2026,NJK,0
Total Revenue,March 2026,NJK,"29,765"
Listing Revenue,March 2026,NJK,"29,618"
Vas revenue (chr+chat+spp+agreement),March 2026,NJK,
Avg Lising fee,March 2026,NJK,"1,558.842105263"
Listing Revenue/day,March 2026,NJK,"1,558.842105263"
Inspection,All,NJK,"1,452"
Avg. Avg Insp TP,All,NJK,"3,96,318.929752066"
workable leads,All,NJK,"1,345"
Total_Listing,All,NJK,233
Avg. Avg. Listing TP,All,NJK,"4,04,094.493562232"
Listing went live,All,NJK,232
Listing Conversion,All,NJK,0.159779614
Avg. LP/TP,All,NJK,1.183925977
Avg. FLP/TP (check from 8th Nov),All,NJK,1.218905224
Avg. LP/CLP,All,NJK,
Delisted,All,NJK,198
c2b bought,All,NJK,20
Offer Initiated,All,NJK,"4,150"
Unique Buyer,All,NJK,"2,132"
Offer/Listings,All,NJK,17.887931034
Counter,All,NJK,302
Accepted,All,NJK,"2,067"
% accepted/Offer,All,NJK,0.498072289
Rejected,All,NJK,156
Revision,All,NJK,37
TD completed,All,NJK,2
% TD/Accepted,All,NJK,0.000967586
TD/Listing,All,NJK,0.008620690
Sold,All,NJK,0
Total Revenue,All,NJK,"3,52,495"
Listing Revenue,All,NJK,"3,36,418"
Vas revenue (chr+chat+spp+agreement),All,NJK,"13,472"
Avg Lising fee,All,NJK,"1,443.854077253"
Listing Revenue/day,All,NJK,"1,456.354978355"
Inspection,August 2025,NPB,"1,787"
Avg. Avg Insp TP,August 2025,NPB,"5,13,187.307002801"
workable leads,August 2025,NPB,"1,635"
Total_Listing,August 2025,NPB,200
Avg. Avg. Listing TP,August 2025,NPB,"6,46,200.495"
Listing went live,August 2025,NPB,198
Listing Conversion,August 2025,NPB,0.110800224
Avg. LP/TP,August 2025,NPB,1.208303219
Avg. FLP/TP (check from 8th Nov),August 2025,NPB,1.225520988
Avg. LP/CLP,August 2025,NPB,0.974294392
Delisted,August 2025,NPB,172
c2b bought,August 2025,NPB,30
Offer Initiated,August 2025,NPB,"2,066"
Unique Buyer,August 2025,NPB,"1,438"
Offer/Listings,August 2025,NPB,10.434343434
Counter,August 2025,NPB,24
Accepted,August 2025,NPB,"1,668"
% accepted/Offer,August 2025,NPB,0.807357212
Rejected,August 2025,NPB,12
Revision,August 2025,NPB,3
TD completed,August 2025,NPB,0
% TD/Accepted,August 2025,NPB,0
TD/Listing,August 2025,NPB,0
Sold,August 2025,NPB,0
Total Revenue,August 2025,NPB,"2,78,490"
Listing Revenue,August 2025,NPB,"2,61,488"
Vas revenue (chr+chat+spp+agreement),August 2025,NPB,"17,002"
Avg Lising fee,August 2025,NPB,"1,307.44"
Listing Revenue/day,August 2025,NPB,"8,435.096774194"
Inspection,September 2025,NPB,"1,958"
Avg. Avg Insp TP,September 2025,NPB,"5,30,765.330097087"
workable leads,September 2025,NPB,"1,837"
Total_Listing,September 2025,NPB,212
Avg. Avg. Listing TP,September 2025,NPB,"5,91,860.311320755"
Listing went live,September 2025,NPB,216
Listing Conversion,September 2025,NPB,0.110316650
Avg. LP/TP,September 2025,NPB,1.201127718
Avg. FLP/TP (check from 8th Nov),September 2025,NPB,1.233135997
Avg. LP/CLP,September 2025,NPB,0.940037738
Delisted,September 2025,NPB,73
c2b bought,September 2025,NPB,27
Offer Initiated,September 2025,NPB,"1,725"
Unique Buyer,September 2025,NPB,"1,180"
Offer/Listings,September 2025,NPB,7.986111111
Counter,September 2025,NPB,45
Accepted,September 2025,NPB,"1,417"
% accepted/Offer,September 2025,NPB,0.821449275
Rejected,September 2025,NPB,17
Revision,September 2025,NPB,2
TD completed,September 2025,NPB,0
% TD/Accepted,September 2025,NPB,0
TD/Listing,September 2025,NPB,0
Sold,September 2025,NPB,3
Total Revenue,September 2025,NPB,"3,35,320"
Listing Revenue,September 2025,NPB,"3,13,526"
Vas revenue (chr+chat+spp+agreement),September 2025,NPB,"21,794"
Avg Lising fee,September 2025,NPB,"1,478.896226415"
Listing Revenue/day,September 2025,NPB,"10,450.866666667"
Inspection,October 2025,NPB,"1,920"
Avg. Avg Insp TP,October 2025,NPB,"5,05,411.888541667"
workable leads,October 2025,NPB,"1,755"
Total_Listing,October 2025,NPB,211
Avg. Avg. Listing TP,October 2025,NPB,"5,71,306.146919431"
Listing went live,October 2025,NPB,207
Listing Conversion,October 2025,NPB,0.1078125
Avg. LP/TP,October 2025,NPB,1.140657544
Avg. FLP/TP (check from 8th Nov),October 2025,NPB,1.168487739
Avg. LP/CLP,October 2025,NPB,0.940419988
Delisted,October 2025,NPB,303
c2b bought,October 2025,NPB,29
Offer Initiated,October 2025,NPB,"2,279"
Unique Buyer,October 2025,NPB,"1,377"
Offer/Listings,October 2025,NPB,11.009661836
Counter,October 2025,NPB,35
Accepted,October 2025,NPB,"1,925"
% accepted/Offer,October 2025,NPB,0.844668714
Rejected,October 2025,NPB,14
Revision,October 2025,NPB,0
TD completed,October 2025,NPB,0
% TD/Accepted,October 2025,NPB,0
TD/Listing,October 2025,NPB,0
Sold,October 2025,NPB,4
Total Revenue,October 2025,NPB,"3,41,412"
Listing Revenue,October 2025,NPB,"3,26,152"
Vas revenue (chr+chat+spp+agreement),October 2025,NPB,"15,260"
Avg Lising fee,October 2025,NPB,"1,545.744075829"
Listing Revenue/day,October 2025,NPB,"10,521.032258065"
Inspection,November 2025,NPB,"2,105"
Avg. Avg Insp TP,November 2025,NPB,"5,32,589.008114559"
workable leads,November 2025,NPB,"1,924"
Total_Listing,November 2025,NPB,249
Avg. Avg. Listing TP,November 2025,NPB,"7,80,804.807228916"
Listing went live,November 2025,NPB,241
Listing Conversion,November 2025,NPB,0.114489311
Avg. LP/TP,November 2025,NPB,1.061679254
Avg. FLP/TP (check from 8th Nov),November 2025,NPB,1.105931101
Avg. LP/CLP,November 2025,NPB,0.939948547
Delisted,November 2025,NPB,357
c2b bought,November 2025,NPB,27
Offer Initiated,November 2025,NPB,"2,289"
Unique Buyer,November 2025,NPB,"1,374"
Offer/Listings,November 2025,NPB,9.497925311
Counter,November 2025,NPB,68
Accepted,November 2025,NPB,"1,736"
% accepted/Offer,November 2025,NPB,0.758409786
Rejected,November 2025,NPB,28
Revision,November 2025,NPB,10
TD completed,November 2025,NPB,3
% TD/Accepted,November 2025,NPB,0.001728111
TD/Listing,November 2025,NPB,0.012448133
Sold,November 2025,NPB,2
Total Revenue,November 2025,NPB,"4,30,916"
Listing Revenue,November 2025,NPB,"4,07,926"
Vas revenue (chr+chat+spp+agreement),November 2025,NPB,"9,350"
Avg Lising fee,November 2025,NPB,"1,638.257028112"
Listing Revenue/day,November 2025,NPB,"13,597.533333333"
Inspection,December 2025,NPB,"2,699"
Avg. Avg Insp TP,December 2025,NPB,"5,42,460.225268618"
workable leads,December 2025,NPB,"2,470"
Total_Listing,December 2025,NPB,228
Avg. Avg. Listing TP,December 2025,NPB,"7,27,231.184210526"
Listing went live,December 2025,NPB,236
Listing Conversion,December 2025,NPB,0.087439793
Avg. LP/TP,December 2025,NPB,1.046206605
Avg. FLP/TP (check from 8th Nov),December 2025,NPB,1.103334714
Avg. LP/CLP,December 2025,NPB,0.941640273
Delisted,December 2025,NPB,209
c2b bought,December 2025,NPB,26
Offer Initiated,December 2025,NPB,"3,388"
Unique Buyer,December 2025,NPB,"2,021"
Offer/Listings,December 2025,NPB,14.355932203
Counter,December 2025,NPB,200
Accepted,December 2025,NPB,"1,559"
% accepted/Offer,December 2025,NPB,0.460153483
Rejected,December 2025,NPB,108
Revision,December 2025,NPB,15
TD completed,December 2025,NPB,1
% TD/Accepted,December 2025,NPB,0.000641437
TD/Listing,December 2025,NPB,0.004237288
Sold,December 2025,NPB,0
Total Revenue,December 2025,NPB,"3,99,686"
Listing Revenue,December 2025,NPB,"3,76,656"
Vas revenue (chr+chat+spp+agreement),December 2025,NPB,"15,570"
Avg Lising fee,December 2025,NPB,"1,652"
Listing Revenue/day,December 2025,NPB,"12,150.193548387"
Inspection,January 2026,NPB,"2,503"
Avg. Avg Insp TP,January 2026,NPB,"5,31,357.030787685"
workable leads,January 2026,NPB,"2,279"
Total_Listing,January 2026,NPB,231
Avg. Avg. Listing TP,January 2026,NPB,"7,00,639.311688312"
Listing went live,January 2026,NPB,231
Listing Conversion,January 2026,NPB,0.092289253
Avg. LP/TP,January 2026,NPB,1.067046838
Avg. FLP/TP (check from 8th Nov),January 2026,NPB,1.104575277
Avg. LP/CLP,January 2026,NPB,0.916573764
Delisted,January 2026,NPB,293
c2b bought,January 2026,NPB,27
Offer Initiated,January 2026,NPB,"4,049"
Unique Buyer,January 2026,NPB,"2,413"
Offer/Listings,January 2026,NPB,17.528138528
Counter,January 2026,NPB,252
Accepted,January 2026,NPB,"1,781"
% accepted/Offer,January 2026,NPB,0.439861694
Rejected,January 2026,NPB,159
Revision,January 2026,NPB,20
TD completed,January 2026,NPB,0
% TD/Accepted,January 2026,NPB,0
TD/Listing,January 2026,NPB,0
Sold,January 2026,NPB,1
Total Revenue,January 2026,NPB,"3,95,291"
Listing Revenue,January 2026,NPB,"3,72,998"
Vas revenue (chr+chat+spp+agreement),January 2026,NPB,"19,010"
Avg Lising fee,January 2026,NPB,"1,614.709956710"
Listing Revenue/day,January 2026,NPB,"12,032.193548387"
Inspection,February 2026,NPB,"2,103"
Avg. Avg Insp TP,February 2026,NPB,"5,66,244.367619048"
workable leads,February 2026,NPB,"1,903"
Total_Listing,February 2026,NPB,237
Avg. Avg. Listing TP,February 2026,NPB,"7,64,712.932489451"
Listing went live,February 2026,NPB,232
Listing Conversion,February 2026,NPB,0.110318592
Avg. LP/TP,February 2026,NPB,1.065289971
Avg. FLP/TP (check from 8th Nov),February 2026,NPB,1.105421370
Avg. LP/CLP,February 2026,NPB,0.908568288
Delisted,February 2026,NPB,219
c2b bought,February 2026,NPB,26
Offer Initiated,February 2026,NPB,"4,962"
Unique Buyer,February 2026,NPB,"2,931"
Offer/Listings,February 2026,NPB,21.387931034
Counter,February 2026,NPB,300
Accepted,February 2026,NPB,"2,079"
% accepted/Offer,February 2026,NPB,0.418984281
Rejected,February 2026,NPB,150
Revision,February 2026,NPB,14
TD completed,February 2026,NPB,2
% TD/Accepted,February 2026,NPB,0.000962001
TD/Listing,February 2026,NPB,0.008620690
Sold,February 2026,NPB,0
Total Revenue,February 2026,NPB,"4,40,658"
Listing Revenue,February 2026,NPB,"4,18,428"
Vas revenue (chr+chat+spp+agreement),February 2026,NPB,"17,620"
Avg Lising fee,February 2026,NPB,"1,765.518987342"
Listing Revenue/day,February 2026,NPB,"14,943.857142857"
Inspection,March 2026,NPB,"1,303"
Avg. Avg Insp TP,March 2026,NPB,"5,24,864.165384615"
workable leads,March 2026,NPB,"1,175"
Total_Listing,March 2026,NPB,154
Avg. Avg. Listing TP,March 2026,NPB,"7,47,049.272727273"
Listing went live,March 2026,NPB,155
Listing Conversion,March 2026,NPB,0.118956255
Avg. LP/TP,March 2026,NPB,1.085207744
Avg. FLP/TP (check from 8th Nov),March 2026,NPB,1.116475588
Avg. LP/CLP,March 2026,NPB,0.963831099
Delisted,March 2026,NPB,95
c2b bought,March 2026,NPB,10
Offer Initiated,March 2026,NPB,"2,958"
Unique Buyer,March 2026,NPB,"1,878"
Offer/Listings,March 2026,NPB,19.083870968
Counter,March 2026,NPB,168
Accepted,March 2026,NPB,"1,312"
% accepted/Offer,March 2026,NPB,0.443542934
Rejected,March 2026,NPB,65
Revision,March 2026,NPB,4
TD completed,March 2026,NPB,2
% TD/Accepted,March 2026,NPB,0.001524390
TD/Listing,March 2026,NPB,0.012903226
Sold,March 2026,NPB,0
Total Revenue,March 2026,NPB,"2,93,587"
Listing Revenue,March 2026,NPB,"2,81,430"
Vas revenue (chr+chat+spp+agreement),March 2026,NPB,"9,360"
Avg Lising fee,March 2026,NPB,"1,827.467532468"
Listing Revenue/day,March 2026,NPB,"14,812.105263158"
Inspection,All,NPB,"16,378"
Avg. Avg Insp TP,All,NPB,"5,32,210.830898086"
workable leads,All,NPB,"14,978"
Total_Listing,All,NPB,"1,722"
Avg. Avg. Listing TP,All,NPB,"6,93,158.782229965"
Listing went live,All,NPB,"1,716"
Listing Conversion,All,NPB,0.104774698
Avg. LP/TP,All,NPB,1.106826502
Avg. FLP/TP (check from 8th Nov),All,NPB,1.143493667
Avg. LP/CLP,All,NPB,0.938496983
Delisted,All,NPB,"1,721"
c2b bought,All,NPB,202
Offer Initiated,All,NPB,"23,716"
Unique Buyer,All,NPB,"12,586"
Offer/Listings,All,NPB,13.820512821
Counter,All,NPB,"1,092"
Accepted,All,NPB,"13,477"
% accepted/Offer,All,NPB,0.568266149
Rejected,All,NPB,553
Revision,All,NPB,68
TD completed,All,NPB,8
% TD/Accepted,All,NPB,0.000593604
TD/Listing,All,NPB,0.004662005
Sold,All,NPB,10
Total Revenue,All,NPB,"29,15,360"
Listing Revenue,All,NPB,"27,58,604"
Vas revenue (chr+chat+spp+agreement),All,NPB,"1,24,966"
Avg Lising fee,All,NPB,"1,601.976771196"
Listing Revenue/day,All,NPB,"11,942.008658009"
Inspection,August 2025,NRJ,"4,082"
Avg. Avg Insp TP,August 2025,NRJ,"4,46,781.258270032"
workable leads,August 2025,NRJ,"3,643"
Total_Listing,August 2025,NRJ,379
Avg. Avg. Listing TP,August 2025,NRJ,"4,77,563.298153034"
Listing went live,August 2025,NRJ,375
Listing Conversion,August 2025,NRJ,0.091866732
Avg. LP/TP,August 2025,NRJ,1.158053103
Avg. FLP/TP (check from 8th Nov),August 2025,NRJ,1.168225618
Avg. LP/CLP,August 2025,NRJ,0.934552871
Delisted,August 2025,NRJ,318
c2b bought,August 2025,NRJ,52
Offer Initiated,August 2025,NRJ,"8,058"
Unique Buyer,August 2025,NRJ,"4,218"
Offer/Listings,August 2025,NRJ,21.488
Counter,August 2025,NRJ,308
Accepted,August 2025,NRJ,"5,783"
% accepted/Offer,August 2025,NRJ,0.717671879
Rejected,August 2025,NRJ,58
Revision,August 2025,NRJ,9
TD completed,August 2025,NRJ,0
% TD/Accepted,August 2025,NRJ,0
TD/Listing,August 2025,NRJ,0
Sold,August 2025,NRJ,1
Total Revenue,August 2025,NRJ,"5,58,517"
Listing Revenue,August 2025,NRJ,"5,24,569"
Vas revenue (chr+chat+spp+agreement),August 2025,NRJ,"33,948"
Avg Lising fee,August 2025,NRJ,"1,384.087071240"
Listing Revenue/day,August 2025,NRJ,"16,921.580645161"
Inspection,September 2025,NRJ,"4,510"
Avg. Avg Insp TP,September 2025,NRJ,"4,44,213.487361419"
workable leads,September 2025,NRJ,"4,015"
Total_Listing,September 2025,NRJ,514
Avg. Avg. Listing TP,September 2025,NRJ,"4,72,738.304093567"
Listing went live,September 2025,NRJ,519
Listing Conversion,September 2025,NRJ,0.115077605
Avg. LP/TP,September 2025,NRJ,1.152949598
Avg. FLP/TP (check from 8th Nov),September 2025,NRJ,1.162626285
Avg. LP/CLP,September 2025,NRJ,0.922080148
Delisted,September 2025,NRJ,136
c2b bought,September 2025,NRJ,66
Offer Initiated,September 2025,NRJ,"7,434"
Unique Buyer,September 2025,NRJ,"3,734"
Offer/Listings,September 2025,NRJ,14.323699422
Counter,September 2025,NRJ,191
Accepted,September 2025,NRJ,"5,843"
% accepted/Offer,September 2025,NRJ,0.785983320
Rejected,September 2025,NRJ,59
Revision,September 2025,NRJ,14
TD completed,September 2025,NRJ,1
% TD/Accepted,September 2025,NRJ,0.000171145
TD/Listing,September 2025,NRJ,0.001926782
Sold,September 2025,NRJ,3
Total Revenue,September 2025,NRJ,"7,76,702"
Listing Revenue,September 2025,NRJ,"7,48,356"
Vas revenue (chr+chat+spp+agreement),September 2025,NRJ,"28,346"
Avg Lising fee,September 2025,NRJ,"1,455.945525292"
Listing Revenue/day,September 2025,NRJ,"24,945.2"
Inspection,October 2025,NRJ,"4,234"
Avg. Avg Insp TP,October 2025,NRJ,"4,28,180.221067548"
workable leads,October 2025,NRJ,"3,681"
Total_Listing,October 2025,NRJ,446
Avg. Avg. Listing TP,October 2025,NRJ,"4,18,658.578475336"
Listing went live,October 2025,NRJ,444
Listing Conversion,October 2025,NRJ,0.104865376
Avg. LP/TP,October 2025,NRJ,1.155765669
Avg. FLP/TP (check from 8th Nov),October 2025,NRJ,1.172504459
Avg. LP/CLP,October 2025,NRJ,0.899712356
Delisted,October 2025,NRJ,506
c2b bought,October 2025,NRJ,69
Offer Initiated,October 2025,NRJ,"6,791"
Unique Buyer,October 2025,NRJ,"3,669"
Offer/Listings,October 2025,NRJ,15.295045045
Counter,October 2025,NRJ,191
Accepted,October 2025,NRJ,"4,925"
% accepted/Offer,October 2025,NRJ,0.725224562
Rejected,October 2025,NRJ,82
Revision,October 2025,NRJ,11
TD completed,October 2025,NRJ,2
% TD/Accepted,October 2025,NRJ,0.000406091
TD/Listing,October 2025,NRJ,0.004504505
Sold,October 2025,NRJ,3
Total Revenue,October 2025,NRJ,"6,90,270"
Listing Revenue,October 2025,NRJ,"6,53,720"
Vas revenue (chr+chat+spp+agreement),October 2025,NRJ,"35,550"
Avg Lising fee,October 2025,NRJ,"1,465.739910314"
Listing Revenue/day,October 2025,NRJ,"21,087.741935484"
Inspection,November 2025,NRJ,"3,759"
Avg. Avg Insp TP,November 2025,NRJ,"4,54,119.313340506"
workable leads,November 2025,NRJ,"3,245"
Total_Listing,November 2025,NRJ,506
Avg. Avg. Listing TP,November 2025,NRJ,"4,47,121.867588933"
Listing went live,November 2025,NRJ,497
Listing Conversion,November 2025,NRJ,0.132216015
Avg. LP/TP,November 2025,NRJ,1.078688382
Avg. FLP/TP (check from 8th Nov),November 2025,NRJ,1.115759404
Avg. LP/CLP,November 2025,NRJ,0.875915657
Delisted,November 2025,NRJ,825
c2b bought,November 2025,NRJ,79
Offer Initiated,November 2025,NRJ,"6,288"
Unique Buyer,November 2025,NRJ,"3,418"
Offer/Listings,November 2025,NRJ,12.651911469
Counter,November 2025,NRJ,228
Accepted,November 2025,NRJ,"4,514"
% accepted/Offer,November 2025,NRJ,0.717875318
Rejected,November 2025,NRJ,71
Revision,November 2025,NRJ,12
TD completed,November 2025,NRJ,1
% TD/Accepted,November 2025,NRJ,0.000221533
TD/Listing,November 2025,NRJ,0.002012072
Sold,November 2025,NRJ,0
Total Revenue,November 2025,NRJ,"7,95,826"
Listing Revenue,November 2025,NRJ,"7,49,536"
Vas revenue (chr+chat+spp+agreement),November 2025,NRJ,"40,700"
Avg Lising fee,November 2025,NRJ,"1,481.296442688"
Listing Revenue/day,November 2025,NRJ,"24,984.533333333"
Inspection,December 2025,NRJ,"4,274"
Avg. Avg Insp TP,December 2025,NRJ,"4,62,164.921600749"
workable leads,December 2025,NRJ,"3,680"
Total_Listing,December 2025,NRJ,440
Avg. Avg. Listing TP,December 2025,NRJ,"4,80,626.95"
Listing went live,December 2025,NRJ,440
Listing Conversion,December 2025,NRJ,0.102948058
Avg. LP/TP,December 2025,NRJ,1.062317571
Avg. FLP/TP (check from 8th Nov),December 2025,NRJ,1.103293583
Avg. LP/CLP,December 2025,NRJ,0.880998985
Delisted,December 2025,NRJ,485
c2b bought,December 2025,NRJ,69
Offer Initiated,December 2025,NRJ,"10,834"
Unique Buyer,December 2025,NRJ,"4,678"
Offer/Listings,December 2025,NRJ,24.622727273
Counter,December 2025,NRJ,513
Accepted,December 2025,NRJ,"4,793"
% accepted/Offer,December 2025,NRJ,0.442403544
Rejected,December 2025,NRJ,233
Revision,December 2025,NRJ,38
TD completed,December 2025,NRJ,10
% TD/Accepted,December 2025,NRJ,0.002086376
TD/Listing,December 2025,NRJ,0.022727273
Sold,December 2025,NRJ,1
Total Revenue,December 2025,NRJ,"7,21,353"
Listing Revenue,December 2025,NRJ,"6,65,284"
Vas revenue (chr+chat+spp+agreement),December 2025,NRJ,"43,950"
Avg Lising fee,December 2025,NRJ,"1,512.009090909"
Listing Revenue/day,December 2025,NRJ,"21,460.774193548"
Inspection,January 2026,NRJ,"3,885"
Avg. Avg Insp TP,January 2026,NRJ,"4,59,177.968589083"
workable leads,January 2026,NRJ,"3,304"
Total_Listing,January 2026,NRJ,463
Avg. Avg. Listing TP,January 2026,NRJ,"4,80,052.796976242"
Listing went live,January 2026,NRJ,454
Listing Conversion,January 2026,NRJ,0.116859717
Avg. LP/TP,January 2026,NRJ,1.074383202
Avg. FLP/TP (check from 8th Nov),January 2026,NRJ,1.103351126
Avg. LP/CLP,January 2026,NRJ,0.872164688
Delisted,January 2026,NRJ,576
